CHEMICAL_ID_NUMBER,STRIPPED_CHEMICAL_ID_NUMBER,Nat_Agg_PPV_2015,Nat_Agg_PPV_2014,Nat_Agg_PPV_2013,Nat_Agg_PPV_2012
103597-45-1,103597451,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
103-60-6,103606,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
10361-03-2,10361032,"100,000 - 500,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb","100,000 - 500,000 lb"
10361-29-2,10361292,"500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb"
10361-37-2,10361372,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
10361-44-1,10361441,Withheld,Withheld,Withheld,Withheld
10361-79-2,10361792,Withheld,Withheld,Withheld,Withheld
10361-80-5,10361805,"< 25,000 lb","< 25,000 lb","25,000 - 100,000 lb","< 25,000 lb"
10361-82-7,10361827,Withheld,Withheld,Withheld,Withheld
10361-92-9,10361929,Withheld,Withheld,Withheld,Withheld
10361-93-0,10361930,"100,000 - 500,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb","100,000 - 500,000 lb"
103-63-9,103639,Withheld,Withheld,Withheld,Withheld
103-65-1,103651,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
103694-68-4,103694684,"< 25,000 lb","< 25,000 lb","< 25,000 lb","< 25,000 lb"
103-71-9,103719,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
103-74-2,103742,Withheld,Withheld,Withheld,Withheld
103-76-4,103764,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
10377-48-7,10377487,Withheld,Withheld,Withheld,Withheld
10377-52-3,10377523,Withheld,Withheld,Withheld,Withheld
10377-60-3,10377603,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","50,000,000 - 100,000,000 lb"
10377-66-9,10377669,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","500,000 - 1,000,000 lb"
10377-81-8,10377818,"1,000,000 - 10,000,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb"
103-79-7,103797,"25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb"
10381-36-9,10381369,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
103-82-2,103822,"< 25,000 lb","< 25,000 lb","25,000 - 100,000 lb","< 25,000 lb"
103-83-3,103833,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","500,000 - 1,000,000 lb"
103-95-7,103957,"500,000 - 1,000,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
103992,103992,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
104-15-4,104154,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
104-19-8,104198,Withheld,Withheld,Withheld,Withheld
104-21-2,104212,"< 25,000 lb","< 25,000 lb","< 25,000 lb","< 25,000 lb"
10421-48-4,10421484,Withheld,Withheld,Withheld,Withheld
104-23-4,104234,Withheld,Withheld,Withheld,Withheld
104-38-1,104381,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb"
1043888-25-0,1043888250,"< 25,000 lb",Withheld,"< 25,000 lb","< 25,000 lb"
104-46-1,104461,Withheld,Withheld,Withheld,Withheld
104-49-4,104494,Withheld,Withheld,Withheld,Withheld
10450-60-9,10450609,"25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb"
104-50-7,104507,"< 25,000 lb","< 25,000 lb","< 25,000 lb","< 25,000 lb"
104-54-1,104541,"100,000 - 500,000 lb","500,000 - 1,000,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
104-55-2,104552,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
104-61-0,104610,"500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb"
10461-98-0,10461980,Withheld,Withheld,Withheld,Withheld
104-66-5,104665,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
104-67-6,104676,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
10468-30-1,10468301,Withheld,Withheld,Withheld,Withheld
104-68-7,104687,Withheld,Withheld,Withheld,Withheld
1047-16-1,1047161,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
104744-50-5,104744505,Withheld,Withheld,Withheld,Withheld
104-75-6,104756,Withheld,Withheld,Withheld,Withheld
104-76-7,104767,"1,000,000,000 - 5,000,000,000 lb","750,000,000 - 1,000,000,000 lb","750,000,000 - 1,000,000,000 lb","750,000,000 - 1,000,000,000 lb"
10476-85-4,10476854,"25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb","< 25,000 lb"
104-78-9,104789,Withheld,Withheld,Withheld,Withheld
104815-18-1,104815181,Withheld,Withheld,Withheld,Withheld
104-87-0,104870,Withheld,Withheld,Withheld,Withheld
104-88-1,104881,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb",Withheld
104-90-5,104905,"< 25,000 lb","< 25,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb"
104-91-6,104916,Withheld,Withheld,Withheld,Withheld
10493-43-3,10493433,Withheld,Withheld,Withheld,Withheld
104983-85-9,104983859,Withheld,Withheld,Withheld,Withheld
105-05-5,105055,Withheld,Withheld,Withheld,Withheld
10508-09-5,10508095,Withheld,Withheld,Withheld,Withheld
105-08-8,105088,"100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb"
105-11-3,105113,Withheld,Withheld,Withheld,Withheld
105-13-5,105135,"< 25,000 lb","< 25,000 lb","< 25,000 lb","< 25,000 lb"
105157-11-7,105157117,"< 25,000 lb",Withheld,Withheld,Withheld
105-16-8,105168,Withheld,Withheld,Withheld,Withheld
1052-38-6,1052386,"500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb"
105249,105249,Withheld,Withheld,Withheld,Withheld
105-34-0,105340,"< 25,000 lb","25,000 - 100,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
10534-87-9,10534879,"10,000,000 - 50,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
10534-89-1,10534891,Withheld,Withheld,Withheld,Withheld
105362-40-1,105362401,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
105-37-3,105373,"< 25,000 lb","25,000 - 100,000 lb","< 25,000 lb","< 25,000 lb"
105391-15-9,105391159,"< 25,000 lb","25,000 - 100,000 lb","< 25,000 lb","< 25,000 lb"
105-39-5,105395,Withheld,Withheld,Withheld,Withheld
10543-57-4,10543574,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
105-44-2,105442,Withheld,Withheld,Withheld,Withheld
10544-72-6,10544726,"100,000,000 - 250,000,000 lb","50,000,000 - 100,000,000 lb","10,000,000 - 50,000,000 lb","< 25,000 lb"
105-45-3,105453,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
10545-99-0,10545990,Withheld,Withheld,Withheld,Withheld
105-52-2,105522,Withheld,Withheld,Withheld,Withheld
105-53-3,105533,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
105-54-4,105544,"100,000 - 500,000 lb","100,000 - 500,000 lb","500,000 - 1,000,000 lb","100,000 - 500,000 lb"
105-55-5,105555,Withheld,Withheld,Withheld,Withheld
105-56-6,105566,"500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb"
105-57-7,105577,"< 25,000 lb","< 25,000 lb","< 25,000 lb","< 25,000 lb"
105578,105578,Withheld,Withheld,Withheld,Withheld
105-58-8,105588,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","500,000 - 1,000,000 lb"
105-59-9,105599,"100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb"
105-60-2,105602,"1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb"
105-62-4,105624,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
10563-26-5,10563265,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
105-64-6,105646,Withheld,Withheld,Withheld,Withheld
105-67-9,105679,"10,000,000 - 50,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
105-74-8,105748,Withheld,Withheld,Withheld,Withheld
105-76-0,105760,"100,000 - 500,000 lb","100,000 - 500,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb"
10581-12-1,10581121,Withheld,Withheld,Withheld,Withheld
105-83-9,105839,Withheld,Withheld,Withheld,Withheld
105839-69-8,105839698,"500,000 - 1,000,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","25,000 - 100,000 lb"
10584-98-2,10584982,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
105-87-3,105873,"500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","1,000,000 - 10,000,000 lb"
10588-01-9,10588019,"100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb"
10594-03-3,10594033,Withheld,Withheld,Withheld,Withheld
10595-06-9,10595069,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
105-95-3,105953,"500,000 - 1,000,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
10595-60-5,10595605,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb"
10595-72-9,10595729,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
10595-80-9,10595809,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
105996-38-1,105996381,Withheld,Withheld,Withheld,Withheld
105-99-7,105997,Withheld,Withheld,Withheld,Withheld
106008-93-9,106008939,"< 25,000 lb","< 25,000 lb","< 25,000 lb","25,000 - 100,000 lb"
106008-94-0,106008940,"< 25,000 lb","< 25,000 lb","< 25,000 lb","100,000 - 500,000 lb"
106-02-5,106025,"500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb"
10604-69-0,10604690,"25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb"
106-09-2,106092,Withheld,Withheld,Withheld,Withheld
106-11-6,106116,"25,000 - 100,000 lb","100,000 - 500,000 lb","25,000 - 100,000 lb","100,000 - 500,000 lb"
106-12-7,106127,"< 25,000 lb","< 25,000 lb","25,000 - 100,000 lb","< 25,000 lb"
106-14-9,106149,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
106-15-0,106150,Withheld,Withheld,Withheld,Withheld
106-17-2,106172,Withheld,Withheld,Withheld,Withheld
106-19-4,106194,Withheld,Withheld,Withheld,Withheld
106-20-7,106207,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
106-21-8,106218,Withheld,Withheld,Withheld,Withheld
106-22-9,106229,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
106-23-0,106230,"< 25,000 lb","< 25,000 lb","< 25,000 lb","< 25,000 lb"
106-24-1,106241,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
106246-33-7,106246337,Withheld,Withheld,Withheld,Withheld
106-25-2,106252,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
1062587-22-7,1062587227,Withheld,Withheld,Withheld,Withheld
106-26-3,106263,Withheld,Withheld,Withheld,Withheld
106-27-4,106274,"< 25,000 lb","< 25,000 lb","< 25,000 lb","< 25,000 lb"
106276-79-3,106276793,Withheld,Withheld,Withheld,Withheld
106276-80-6,106276806,Withheld,Withheld,Withheld,Withheld
106-30-9,106309,"< 25,000 lb","< 25,000 lb","< 25,000 lb","< 25,000 lb"
106-31-0,106310,Withheld,Withheld,Withheld,Withheld
106-36-5,106365,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
106-42-3,106423,"5,000,000,000 - 10,000,000,000 lb","5,000,000,000 - 10,000,000,000 lb","5,000,000,000 - 10,000,000,000 lb","5,000,000,000 - 10,000,000,000 lb"
106-44-5,106445,"50,000,000 - 100,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
106-46-7,106467,"50,000,000 - 100,000,000 lb","50,000,000 - 100,000,000 lb","50,000,000 - 100,000,000 lb","50,000,000 - 100,000,000 lb"
106-47-8,106478,"500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","100,000 - 500,000 lb"
106-49-0,106490,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
106-50-3,106503,Withheld,Withheld,Withheld,Withheld
1065544-88-8,1065544888,Withheld,Withheld,Withheld,Withheld
106-58-1,106581,Withheld,Withheld,Withheld,Withheld
1066-30-4,1066304,Withheld,Withheld,Withheld,Withheld
1066-33-7,1066337,"100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb"
1066-35-9,1066359,Withheld,Withheld,Withheld,Withheld
106-63-8,106638,Withheld,Withheld,Withheld,Withheld
106-65-0,106650,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
106-68-3,106683,"< 25,000 lb","< 25,000 lb","< 25,000 lb","< 25,000 lb"
106-70-7,106707,Withheld,Withheld,Withheld,"< 25,000 lb"
1067-25-0,1067250,"100,000 - 500,000 lb","500,000 - 1,000,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
106726-11-8,106726118,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
106-72-9,106729,"100,000 - 500,000 lb","100,000 - 500,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb"
1067-33-0,1067330,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
106-75-2,106752,"< 25,000 lb","< 25,000 lb","100,000 - 500,000 lb","< 25,000 lb"
1067-53-4,1067534,"100,000 - 500,000 lb","500,000 - 1,000,000 lb","1,000,000 - 10,000,000 lb","100,000 - 500,000 lb"
1067881-45-1,1067881451,"< 25,000 lb","< 25,000 lb","< 25,000 lb","< 25,000 lb"
106-79-6,106796,Withheld,Withheld,Withheld,Withheld
1068-27-5,1068275,Withheld,Withheld,Withheld,Withheld
106-86-5,106865,Withheld,Withheld,Withheld,Withheld
106-88-7,106887,Withheld,Withheld,Withheld,Withheld
106-89-8,106898,"250,000,000 - 500,000,000 lb","250,000,000 - 500,000,000 lb","250,000,000 - 500,000,000 lb","250,000,000 - 500,000,000 lb"
106-91-2,106912,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
106917-31-1,106917311,Withheld,Withheld,Withheld,Withheld
106-92-3,106923,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
106-93-4,106934,Withheld,Withheld,Withheld,Withheld
106-94-5,106945,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
106-95-6,106956,Withheld,Withheld,Withheld,Withheld
106957,106957,Withheld,Withheld,Withheld,Withheld
106-97-8,106978,"60,000,000,000 - 70,000,000,000 lb","50,000,000,000 - 60,000,000,000 lb","50,000,000,000 - 60,000,000,000 lb","40,000,000,000 - 50,000,000,000 lb"
106-98-9,106989,"1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb"
106-99-0,106990,"1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb"
106990-43-6,106990436,"1,000,000 - 10,000,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb"
1070-00-4,1070004,Withheld,Withheld,Withheld,Withheld
1070-03-7,1070037,"500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb"
107-00-6,107006,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
1070-10-6,1070106,Withheld,Withheld,Withheld,Withheld
107-01-7,107017,"< 25,000 lb","100,000 - 500,000 lb","< 25,000 lb","< 25,000 lb"
107-02-8,107028,"250,000,000 - 500,000,000 lb","250,000,000 - 500,000,000 lb","250,000,000 - 500,000,000 lb","250,000,000 - 500,000,000 lb"
107-03-9,107039,Withheld,Withheld,Withheld,Withheld
107-04-0,107040,Withheld,Withheld,Withheld,Withheld
107-05-1,107051,"250,000,000 - 500,000,000 lb","250,000,000 - 500,000,000 lb","250,000,000 - 500,000,000 lb","750,000,000 - 1,000,000,000 lb"
107-06-2,107062,"20,000,000,000 - 30,000,000,000 lb","20,000,000,000 - 30,000,000,000 lb","20,000,000,000 - 30,000,000,000 lb","20,000,000,000 - 30,000,000,000 lb"
1070-70-8,1070708,Withheld,Withheld,Withheld,Withheld
107-07-3,107073,Withheld,Withheld,Withheld,Withheld
1070-78-6,1070786,Withheld,Withheld,Withheld,Withheld
107-10-8,107108,Withheld,Withheld,Withheld,Withheld
107-11-9,107119,Withheld,Withheld,Withheld,Withheld
107-12-0,107120,Withheld,Withheld,Withheld,Withheld
107121,107121,"< 25,000 lb","< 25,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb"
1071-22-3,1071223,"10,000,000 - 50,000,000 lb","1,000,000 - 10,000,000 lb","25,000 - 100,000 lb","1,000,000 - 10,000,000 lb"
107-13-1,107131,"1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb","1,000,000,000 - 5,000,000,000 lb"
107-15-3,107153,"100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb"
107-16-4,107164,Withheld,Withheld,Withheld,Withheld
1071-76-7,1071767,Withheld,Withheld,Withheld,Withheld
107-18-6,107186,"100,000,000 - 250,000,000 lb","100,000,000 - 250,000,000 lb","50,000,000 - 100,000,000 lb","100,000,000 - 250,000,000 lb"
1071-93-8,1071938,"500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","100,000 - 500,000 lb"
107-19-7,107197,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
107-21-1,107211,"5,000,000,000 - 10,000,000,000 lb","5,000,000,000 - 10,000,000,000 lb","5,000,000,000 - 10,000,000,000 lb","5,000,000,000 - 10,000,000,000 lb"
107-22-2,107222,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
1072227-60-1,1072227601,Withheld,Withheld,Withheld,Withheld
107-25-5,107255,Withheld,Withheld,Withheld,Withheld
1072-63-5,1072635,Withheld,Withheld,Withheld,Withheld
1072-71-5,1072715,"< 25,000 lb",Withheld,Withheld,"< 25,000 lb"
107-29-9,107299,Withheld,Withheld,Withheld,Withheld
107-30-2,107302,Withheld,Withheld,Withheld,Withheld
107-31-3,107313,"10,000,000 - 50,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
107-35-7,107357,"500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","100,000 - 500,000 lb"
107-39-1,107391,"500,000,000 - 750,000,000 lb","500,000,000 - 750,000,000 lb","500,000,000 - 750,000,000 lb","500,000,000 - 750,000,000 lb"
107-41-5,107415,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
107-45-9,107459,Withheld,Withheld,Withheld,Withheld
107-46-0,107460,"10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb","10,000,000 - 50,000,000 lb"
107-51-7,107517,Withheld,Withheld,Withheld,Withheld
107518,107518,Withheld,Withheld,Withheld,Withheld
107-54-0,107540,Withheld,Withheld,Withheld,Withheld
107-55-1,107551,Withheld,Withheld,Withheld,Withheld
107-56-2,107562,Withheld,Withheld,Withheld,Withheld
107-58-4,107584,"100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb","100,000 - 500,000 lb"
107-64-2,107642,Withheld,Withheld,Withheld,Withheld
107-66-4,107664,"1,000,000 - 10,000,000 lb","500,000 - 1,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
1076-97-7,1076977,Withheld,Withheld,Withheld,Withheld
107-71-1,107711,"1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb","1,000,000 - 10,000,000 lb"
107-75-5,107755,Withheld,Withheld,Withheld,Withheld
1077-56-1,1077561,Withheld,Withheld,Withheld,Withheld
1078141-95-3,1078141953,Withheld,Withheld,Withheld,Withheld
1078141-97-5,1078141975,Withheld,Withheld,Withheld,Withheld
1078142-24-1,1078142241,Withheld,Withheld,Withheld,Withheld
107-83-5,107835,"250,000,000 - 500,000,000 lb","500,000,000 - 750,000,000 lb","250,000,000 - 500,000,000 lb","250,000,000 - 500,000,000 lb"
1078712-57-8,1078712578,Withheld,Withheld,Withheld,Withheld
1078712-76-1,1078712761,Withheld,Withheld,Withheld,Withheld
1078712-77-2,1078712772,Withheld,Withheld,Withheld,Withheld
1078712-83-0,1078712830,Withheld,Withheld,Withheld,Withheld
1078712-92-1,1078712921,Withheld,Withheld,Withheld,Withheld
1078712-94-3,1078712943,"25,000 - 100,000 lb","< 25,000 lb","< 25,000 lb","< 25,000 lb"
1078714-96-1,1078714961,"500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb","500,000 - 1,000,000 lb"
1078715-06-6,1078715066,Withheld,Withheld,Withheld,Withheld
1078715-12-4,1078715124,Withheld,Withheld,Withheld,Withheld
1078715-61-3,1078715613,"25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb","25,000 - 100,000 lb"
1078715-83-9,1078715839,Withheld,Withheld,Withheld,Withheld
