CAS NUMBER,CATEGORY CODE,CATEGORY NAME,CHEMICAL NAME,CHEMICAL TYPE,SOURCE
6881-94-3,N230,CERTAIN GLYCOL ETHERS,"Ethanol, 2-(2-propoxyethoxy)-",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:glycol_ethers_2
7328-17-8,N230,CERTAIN GLYCOL ETHERS,"2-Propenoic acid, 2-(2-ethoxyethoxy)ethyl ester",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:glycol_ethers_2
7382-32-3,N230,CERTAIN GLYCOL ETHERS,"Butane, 1-[2-(2-methoxyethoxy)ethoxy]-",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:glycol_ethers_2
10595-06-9,N230,CERTAIN GLYCOL ETHERS,"2-Propenoic acid, 2-methyl-, 2-phenoxyethyl ester",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:glycol_ethers_2
14260-98-1,N230,CERTAIN GLYCOL ETHERS,"Ethanol, 2-butoxy-, dihydrogen phosphate",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:glycol_ethers_2
19234-20-9,N230,CERTAIN GLYCOL ETHERS,"Ethanol, 2-(1-methylethoxy)-, acetate",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:glycol_ethers_2
20441-70-7,N230,CERTAIN GLYCOL ETHERS,"Hexadecanoic acid, 2-butoxyethyl ester",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:glycol_ethers_2
23305-64-8,N230,CERTAIN GLYCOL ETHERS,"Ethanol, 2-[2-(2-propoxyethoxy)ethoxy]-",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:glycol_ethers_2
24493-59-2,N230,CERTAIN GLYCOL ETHERS,"2-Propenoic acid, 2-methyl-, 2-[2-(2-methoxyethoxy)ethoxy]ethyl ester",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:glycol_ethers_2
25961-89-1,N230,CERTAIN GLYCOL ETHERS,"Ethanol, 2-[2-[2-(hexyloxy)ethoxy]ethoxy]-",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:glycol_ethers_2
27816-23-5,N230,CERTAIN GLYCOL ETHERS,"2-Propenoic acid, 2-cyano-, 2-methoxyethyl ester",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:glycol_ethers_2
39670-09-2,N230,CERTAIN GLYCOL ETHERS,"2-Propenoic acid, 2-methyl-, 2-[2-(2-ethoxyethoxy)ethoxy]ethyl ester",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:glycol_ethers_2
48145-04-6,N230,CERTAIN GLYCOL ETHERS,"2-Propenoic acid, 2-phenoxyethyl ester",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:glycol_ethers_2
51422-54-9,N230,CERTAIN GLYCOL ETHERS,"Propane, 2-(2-ethoxyethoxy)-2-methyl-",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:glycol_ethers_2
66728-50-5,N230,CERTAIN GLYCOL ETHERS,"Propane, 2-(2-methoxyethoxy)-2-methyl-",Organic,https://ofmpub.epa.gov/apex/guideme_ext/f?p=guideme:gd:::::gd:glycol_ethers_2
54-11-5,N503,NICOTINE AND SALTS,"Pyridine, 3-(1-methyl-2-pyrrolidinyl)-",Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID1020930#similar-molecules
25162-00-9,N503,NICOTINE AND SALTS,3-[(2R)-1-Methylpyrrolidin-2-yl]pyridine,Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID1020930#similar-molecules
22083-74-5,N503,NICOTINE AND SALTS,3-(1-Methylpyrrolidin-2-yl)pyridine,Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID1020930#similar-molecules
69980-24-1,N503,NICOTINE AND SALTS,3-[1-(~2~H_3_)Methylpyrrolidin-2-yl]pyridine,Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID1020930#similar-molecules
1189681-48-8,N503,NICOTINE AND SALTS,"3-[1-Methyl(2,3,3-~2~H_3_)pyrrolidin-2-yl]pyridine",Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID1020930#similar-molecules
80604-52-0,N503,NICOTINE AND SALTS,"3-[(2R)-1-Methyl(4,4-~3~H_2_)pyrrolidin-2-yl]pyridine",Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID1020930#similar-molecules
909014-86-4,N503,NICOTINE AND SALTS,"3-[1-(~13~C,~2~H_3_)Methylpyrrolidin-2-yl]pyridine",Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID1020930#similar-molecules
350818-69-8,N503,NICOTINE AND SALTS,3-(1-Methylpyrrolidin-2-yl)(~2~H_4_)pyridine,Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID1020930#similar-molecules
284685-07-0,N503,NICOTINE AND SALTS,3-[(2S)-1-Methylpyrrolidin-2-yl](~2~H_4_)pyridine,Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID1020930#similar-molecules
5979-92-0,N503,NICOTINE AND SALTS,3-[(2S)-1-Ethylpyrrolidin-2-yl]pyridine,Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID1020930#similar-molecules
82111-06-6,N503,NICOTINE AND SALTS,3-Methyl-5-(1-methylpyrrolidin-2-yl)pyridine,Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID1020930#similar-molecules
86900-39-2,N503,NICOTINE AND SALTS,3-(1-Ethylpyrrolidin-2-yl)pyridine,Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID1020930#similar-molecules
1190016-33-1,N503,NICOTINE AND SALTS,3-Methyl-5-[1-(~2~H_3_)methylpyrrolidin-2-yl]pyridine,Organic,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID1020930#similar-molecules
34883-43-7,1336363,Polychlorinated biphenyls,"2,4'-Dichlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
2437-79-8,1336363,Polychlorinated biphenyls,"2,2',4,4'-Tetrachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
32598-13-3,1336363,Polychlorinated biphenyls,"3,3',4,4'-Tetrachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
2050-68-2,1336363,Polychlorinated biphenyls,"4,4'-Dichlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
35694-04-3,1336363,Polychlorinated biphenyls,"2,2',3,3',5,5'-Hexachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
31508-00-6,1336363,Polychlorinated biphenyls,"2,3',4,4',5-Pentachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
57465-28-8,1336363,Polychlorinated biphenyls,"3,3',4,4',5-Pentachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
35065-27-1,1336363,Polychlorinated biphenyls,"2,2',4,4',5,5'-Hexachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
35065-29-3,1336363,Polychlorinated biphenyls,"2,2',3,4,4',5,5'-Heptachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
35065-28-2,1336363,Polychlorinated biphenyls,"2,2',3,4,4',5'-Hexachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
38379-99-6,1336363,Polychlorinated biphenyls,"2,2',3,5',6-Pentachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
41464-39-5,1336363,Polychlorinated biphenyls,"2,2',3,5'-tetrachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
37680-73-2,1336363,Polychlorinated biphenyls,"2,2',4,5,5'-Pentachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
35693-99-3,1336363,Polychlorinated biphenyls,"2,2',5,5'-Tetrachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
32598-14-4,1336363,Polychlorinated biphenyls,"2,3,3',4,4'-Pentachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
38380-03-9,1336363,Polychlorinated biphenyls,"2,3,3',4',6-Pentachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
7012-37-5,1336363,Polychlorinated biphenyls,"2,4,4'-Trichlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
33146-45-1,1336363,Polychlorinated biphenyls,"2,6-Dichlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
32774-16-6,1336363,Polychlorinated biphenyls,"3,3',4,4',5,5'-Hexachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
2051-60-7,1336363,Polychlorinated biphenyls,2-Chlorobiphenyl,Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
2051-61-8,1336363,Polychlorinated biphenyls,3-Chlorobiphenyl,Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
2051-62-9,1336363,Polychlorinated biphenyls,4-Chlorobiphenyl,Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
33284-50-3,1336363,Polychlorinated biphenyls,"2,4-Dichlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
33979-03-2,1336363,Polychlorinated biphenyls,"2,2',4,4',6,6'-Hexachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
38444-86-9,1336363,Polychlorinated biphenyls,"2',3,4-Trichlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
2051-24-3,1336363,Polychlorinated biphenyls,Decachlorobiphenyl,Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
38380-08-4,1336363,Polychlorinated biphenyls,"2,3,3',4,4',5-Hexachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
52663-68-0,1336363,Polychlorinated biphenyls,"2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
33284-52-5,1336363,Polychlorinated biphenyls,"3,3',5,5'-Tetrachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
2974-92-7,1336363,Polychlorinated biphenyls,"3,4-Dichlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
16605-91-7,1336363,Polychlorinated biphenyls,"2,3-Dichlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
32598-10-0,1336363,Polychlorinated biphenyls,"2,3',4,4'-Tetrachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
32690-93-0,1336363,Polychlorinated biphenyls,"2,4,4',5-Tetrachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
33025-41-1,1336363,Polychlorinated biphenyls,"2,3,4,4'-Tetrachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
34883-39-1,1336363,Polychlorinated biphenyls,"2,5-Dichlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
35065-30-6,1336363,Polychlorinated biphenyls,"2,2',3,3',4,4',5-Heptachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
35693-92-6,1336363,Polychlorinated biphenyls,"2,4,6-Trichlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
37680-65-2,1336363,Polychlorinated biphenyls,"2,2',5-Trichlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
37680-66-3,1336363,Polychlorinated biphenyls,"2,2',4-Trichlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
38380-01-7,1336363,Polychlorinated biphenyls,"2,2',4,4',5-Pentachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
38380-02-8,1336363,Polychlorinated biphenyls,"2,2',3,4,5'-Pentachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
38380-04-0,1336363,Polychlorinated biphenyls,"2,2',3,4',5',6-Hexachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
38411-22-2,1336363,Polychlorinated biphenyls,"2,2',3,3',6,6'-Hexachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
38444-77-8,1336363,Polychlorinated biphenyls,"2,4',6-Trichlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
38444-78-9,1336363,Polychlorinated biphenyls,"2,2',3-Trichlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
38444-84-7,1336363,Polychlorinated biphenyls,"2,3,3'-Trichlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
38444-93-8,1336363,Polychlorinated biphenyls,"2,2',3,3'-Tetrachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
39485-83-1,1336363,Polychlorinated biphenyls,"2,2',4,4',6-Pentachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
41464-40-8,1336363,Polychlorinated biphenyls,"2,2',4,5'-Tetrachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
41464-41-9,1336363,Polychlorinated biphenyls,"2,2',5,6'-Tetrachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
41464-51-1,1336363,Polychlorinated biphenyls,"2,2',3,4',5'-Pentachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
52663-59-9,1336363,Polychlorinated biphenyls,"2,2',3,4-Tetrachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
52663-60-2,1336363,Polychlorinated biphenyls,"2,2',3,3',6-Pentachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
52663-61-3,1336363,Polychlorinated biphenyls,"2,2',3,5,5'-Pentachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
52663-64-6,1336363,Polychlorinated biphenyls,"2,2',3,3',5,6,6'-Heptachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
52663-66-8,1336363,Polychlorinated biphenyls,"2,2',3,3',4,5'-Hexachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
52663-71-5,1336363,Polychlorinated biphenyls,"2,2',3,3',4,4',6-Heptachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
52744-13-5,1336363,Polychlorinated biphenyls,"2,2',3,3',5,6'-Hexachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
55215-18-4,1336363,Polychlorinated biphenyls,"2,2',3,3',4,5-Hexachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
55702-45-9,1336363,Polychlorinated biphenyls,"2,3,6-Trichlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
65510-45-4,1336363,Polychlorinated biphenyls,"2,2',3,4,4'-Pentachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
74472-46-1,1336363,Polychlorinated biphenyls,"2,3,3',5,5',6-Hexachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
25569-80-6,1336363,Polychlorinated biphenyls,"2,3'-Dichlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
2136-99-4,1336363,Polychlorinated biphenyls,"2,2',3,3',5,5',6,6'-Octachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
33091-17-7,1336363,Polychlorinated biphenyls,"2,2',3,3',4,4',6,6'-Octachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
33284-53-6,1336363,Polychlorinated biphenyls,"2,3,4,5-Tetrachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
33284-54-7,1336363,Polychlorinated biphenyls,"2,3,5,6-Tetrachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
34883-41-5,1336363,Polychlorinated biphenyls,"3,5-Dichlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
35694-06-5,1336363,Polychlorinated biphenyls,"2,2',3,4,4',5-Hexachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
35694-08-7,1336363,Polychlorinated biphenyls,"2,2',3,3',4,4',5,5'-Octachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
37680-68-5,1336363,Polychlorinated biphenyls,"2,3',5'-Trichlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
38380-05-1,1336363,Polychlorinated biphenyls,"2,2',3,3',4,6'-Hexachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
38411-25-5,1336363,Polychlorinated biphenyls,"2,2',3,3',4,5,6'-Heptachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
38444-76-7,1336363,Polychlorinated biphenyls,"2,3',6-Trichlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
39635-31-9,1336363,Polychlorinated biphenyls,"2,3,3',4,4',5,5'-Heptachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
39635-33-1,1336363,Polychlorinated biphenyls,"3,3',4,5,5'-Pentachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
39635-35-3,1336363,Polychlorinated biphenyls,"2,3,3',4,5,5'-Hexachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
40186-70-7,1336363,Polychlorinated biphenyls,"2,2',3,3',4,5',6-Heptachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
40186-71-8,1336363,Polychlorinated biphenyls,"2,2',3,3',4,5',6,6'-Octachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
41411-61-4,1336363,Polychlorinated biphenyls,"2,2',3,4,5,6-Hexachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
41411-63-6,1336363,Polychlorinated biphenyls,"2,3,4,4',5,6-Hexachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
41411-64-7,1336363,Polychlorinated biphenyls,"2,3,3',4,4',5,6-Heptachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
41464-42-0,1336363,Polychlorinated biphenyls,"2,3',5,5'-Tetrachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
41464-43-1,1336363,Polychlorinated biphenyls,"2,3,3',4'-Tetrachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
41464-46-4,1336363,Polychlorinated biphenyls,"2,3',4',6-Tetrachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
41464-48-6,1336363,Polychlorinated biphenyls,"3,3',4,5'-Tetrachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
41464-49-7,1336363,Polychlorinated biphenyls,"2,3,3',5'-Tetrachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
42740-50-1,1336363,Polychlorinated biphenyls,"2,2',3,3',4,4',5,6'-Octachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
51908-16-8,1336363,Polychlorinated biphenyls,"2,2',3,4',5,5'-Hexachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
52663-58-8,1336363,Polychlorinated biphenyls,"2,3,4',6-Tetrachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
52663-63-5,1336363,Polychlorinated biphenyls,"2,2',3,5,5',6-Hexachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
52663-65-7,1336363,Polychlorinated biphenyls,"2,2',3,3',4,6,6'-Heptachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
52663-67-9,1336363,Polychlorinated biphenyls,"2,2',3,3',5,5',6-Heptachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
52663-69-1,1336363,Polychlorinated biphenyls,"2,2',3,4,4',5',6-Heptachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
52663-70-4,1336363,Polychlorinated biphenyls,"2,2',3,3',4,5',6'-Heptachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
52663-72-6,1336363,Polychlorinated biphenyls,"2,3',4,4',5,5'-Hexachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
52663-73-7,1336363,Polychlorinated biphenyls,"2,2',3,3',4,5,6,6'-Octachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
52663-74-8,1336363,Polychlorinated biphenyls,"2,2',3,3',4,5,5'-Heptachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
52663-75-9,1336363,Polychlorinated biphenyls,"2,2',3,3',4,5,5',6'-Octachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
52663-76-0,1336363,Polychlorinated biphenyls,"2,2',3,4,4',5,5',6-Octachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
52663-77-1,1336363,Polychlorinated biphenyls,"2,2',3,3',4,5,5',6,6'-Nonachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
52663-78-2,1336363,Polychlorinated biphenyls,"2,2',3,3',4,4',5,6-Octachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
52663-79-3,1336363,Polychlorinated biphenyls,"2,2',3,3',4,4',5,6,6'-Nonachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
52704-70-8,1336363,Polychlorinated biphenyls,"2,2',3,3',5,6-Hexachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
52712-04-6,1336363,Polychlorinated biphenyls,"2,2',3,4,5,5'-Hexachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
52712-05-7,1336363,Polychlorinated biphenyls,"2,2',3,4,5,5',6-Heptachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
53555-66-1,1336363,Polychlorinated biphenyls,"3,4,5-Trichlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
54230-22-7,1336363,Polychlorinated biphenyls,"2,3,4,6-Tetrachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
55215-17-3,1336363,Polychlorinated biphenyls,"2,2',3,4,6-Pentachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
55312-69-1,1336363,Polychlorinated biphenyls,"2,2',3,4,5-Pentachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
55702-46-0,1336363,Polychlorinated biphenyls,"2,3,4-Trichlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
55712-37-3,1336363,Polychlorinated biphenyls,"2,3',4-Trichlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
55720-44-0,1336363,Polychlorinated biphenyls,"2,3,5-Trichlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
56030-56-9,1336363,Polychlorinated biphenyls,"2,2',3,4,4',6-Hexachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
56558-16-8,1336363,Polychlorinated biphenyls,"2,2',4,6,6'-Pentachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
56558-17-9,1336363,Polychlorinated biphenyls,"2,3',4,4',6-Pentachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
59291-64-4,1336363,Polychlorinated biphenyls,"2,2',3,4,4',6'-Hexachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
59291-65-5,1336363,Polychlorinated biphenyls,"2,3',4,4',5',6-Hexachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
60145-20-2,1336363,Polychlorinated biphenyls,"2,2',3,3',5-Pentachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
60145-21-3,1336363,Polychlorinated biphenyls,"2,2',4,5',6-Pentachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
60145-22-4,1336363,Polychlorinated biphenyls,"2,2',4,4',5,6'-Hexachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
60145-23-5,1336363,Polychlorinated biphenyls,"2,2',3,4,4',5,6'-Heptachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
60233-24-1,1336363,Polychlorinated biphenyls,"2,3',4,6-Tetrachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
60233-25-2,1336363,Polychlorinated biphenyls,"2,2',3,4',6'-Pentachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
62796-65-0,1336363,Polychlorinated biphenyls,"2,2',4,6-Tetrachlorobiphenyl",Organic,https://www.epa.gov/sites/production/files/2015-09/documents/congenertable.pdf
