PRIMARY NAICS CODE,TRIFID,REPORTING YEAR,DISPOSAL ACTIVITY,UNIT OF MEASURE,TRI_CHEM_ID,FLOW
325212,77704DPNTBSTATE,1987,Underground injection to class i wells,kg,N106,544310.4
325212,77704DPNTBSTATE,1987,Underground injection to class i wells,kg,N982,340.194
325212,77720THGDYINTER,1987,Other landfills,kg,106445,2358.6784
325212,77720THGDYINTER,1987,Other landfills,kg,108883,12700.576
325212,77720THGDYINTER,1987,Other landfills,kg,108952,113.398
325212,77720THGDYINTER,1987,Other landfills,kg,1344281,21318.824
325212,77720THGDYINTER,1987,Other landfills,kg,75058,113.398
325212,77720THGDYINTER,1987,Other landfills,kg,7550450,0.226796
325212,77720THGDYINTER,1987,Underground injection to class i wells,kg,100425,0.226796
325212,81503CLRDC56924,1987,Other landfills,kg,106990,0.226796
325212,81503CLRDC56924,1987,Land treatment/application farming,kg,106990,0.226796
325212,79767DYNGNSOUTH,1987,Underground injection to class i wells,kg,7664939,0.226796
325212,79767DYNGNSOUTH,1987,Underground injection to class i wells,kg,7664417,0.226796
325212,79767DYNGNSOUTH,1987,Underground injection to class i wells,kg,1310732,0.226796
325212,79767DYNGNSOUTH,1987,Underground injection to class i wells,kg,106990,0.226796
325212,77651MRPLS1215M,1987,Land treatment/application farming,kg,7664417,27669.112
325212,79767DYNGNSOUTH,1987,Underground injection to class i wells,kg,100425,0.226796
325212,79767DYNGNSOUTH,1987,Other landfills,kg,7664417,0.226796
325212,79767DYNGNSOUTH,1987,Other landfills,kg,1310732,0.226796
325212,79767DYNGNSOUTH,1987,Other landfills,kg,106990,0.226796
325212,79767DYNGNSOUTH,1987,Other landfills,kg,100425,0.226796
325212,77720THGDYINTER,1987,Underground injection to class i wells,kg,71432,0.226796
325212,77720THGDYINTER,1987,Underground injection to class i wells,kg,106990,0.226796
325212,79767DYNGNSOUTH,1987,Other landfills,kg,7664939,0.226796
325212,77651MRPLS1215M,1987,Land treatment/application farming,kg,106990,21.772416
325212,77651MRPLS1215M,1987,Land treatment/application farming,kg,100425,6350.288
325212,77631PLYSRFM100,1987,Other landfills,kg,71432,0.907184
325212,70734NRYLCPOBOX,1987,Underground injection to class i wells,kg,108883,544310.4
325212,70734NRYLCPOBOX,1987,Underground injection to class i wells,kg,108101,26761.928
325212,70734NRYLCPOBOX,1987,Underground injection to class i wells,kg,107062,408232.8
325212,70734NRYLCPOBOX,1987,Underground injection to class i wells,kg,10034932,63049.288
325212,70069DPNTPHIGHW,1987,Underground injection to class i wells,kg,7664382,45.3592
325212,70069DPNTPHIGHW,1987,Underground injection to class i wells,kg,6484522,306174.6
325212,70734NRYLCPOBOX,1987,Underground injection to class i wells,kg,1310732,285762.96
325212,49508STLCS11203,1987,Underground injection to class i wells,kg,1310732,0.226796
325212,49508STLCS11203,1987,Land treatment/application farming,kg,1310732,0.226796
325212,47903SSXGR3400U,1987,Other landfills,kg,117817,1035.550536
325212,45714SHLLC2982W,1987,Underground injection to class i wells,kg,N495,0.226796
325212,45714SHLLC2982W,1987,Underground injection to class i wells,kg,7782505,0.226796
325212,45714SHLLC2982W,1987,Underground injection to class i wells,kg,7757826,0.226796
325212,45714SHLLC2982W,1987,Underground injection to class i wells,kg,7664939,0.226796
325212,49508STLCS11203,1987,Other landfills,kg,1310732,0.226796
325212,81503CLRDC56924,1987,Underground injection to class i wells,kg,106990,0.226796
325212,70734NRYLCPOBOX,1987,Underground injection to class i wells,kg,156105,907.184
325212,70734NRYLCPOBOX,1987,Underground injection to class i wells,kg,67561,1224698.4
325212,77631PLYSRFM100,1987,Other landfills,kg,110827,1.360776
325212,77262GDYRT2000G,1987,Other landfills,kg,N982,10591.3732
325212,77262GDYRT2000G,1987,Other landfills,kg,75150,2.26796
325212,77262GDYRT2000G,1987,Other landfills,kg,1310732,113.398
325212,77262GDYRT2000G,1987,Other landfills,kg,117840,340.194
325212,77262GDYRT2000G,1987,Other landfills,kg,107131,113.398
325212,70734NRYLCPOBOX,1987,Underground injection to class i wells,kg,62533,4535.92
325212,77262GDYRT2000G,1987,Other landfills,kg,106990,113.398
325212,70734NRYLCPOBOX,1987,Underground injection to class i wells,kg,86306,15422.128
325212,70734NRYLCPOBOX,1987,Underground injection to class i wells,kg,7783202,86182.48
325212,70734NRYLCPOBOX,1987,Underground injection to class i wells,kg,7757826,14514944.0
325212,70734NRYLCPOBOX,1987,Underground injection to class i wells,kg,7664417,2177241.6
325212,70734NRYLCPOBOX,1987,Underground injection to class i wells,kg,7440666,2267.96
325212,70734NRYLCPOBOX,1987,Underground injection to class i wells,kg,67641,122469.84
325212,70821CPLYM5955S,1987,Underground injection to class i wells,kg,115071,0.226796
325212,45714SHLLC2982W,1987,Underground injection to class i wells,kg,7664417,0.226796
325212,85202MRCNW222SD,1987,Other landfills,kg,101688,113.398
325220,22630VTXFBKENDR,1987,Other landfills,kg,1310732,63502.88
325220,32571MRCNC1801C,1987,Underground injection to class i wells,kg,107211,113.398
325220,32571MRCNC1801C,1987,Underground injection to class i wells,kg,131113,113.398
325220,32571MRCNC1801C,1987,Underground injection to class i wells,kg,67561,113.398
325220,32571MRCNC1801C,1987,Underground injection to class i wells,kg,75650,113.398
325220,32571MRCNC1801C,1987,Underground injection to class i wells,kg,7664417,35098.94896
325220,32571MRCNC1801C,1987,Underground injection to class i wells,kg,7757826,2000036.359768
325220,35601MNSNTCOURT,1987,Land treatment/application farming,kg,108054,113.398
325220,35601MNSNTCOURT,1987,Land treatment/application farming,kg,7440439,0.226796
325220,35601MNSNTCOURT,1987,Land treatment/application farming,kg,7757826,23586.784
325220,35601MNSNTCOURT,1987,Land treatment/application farming,kg,7783202,21772.416
325220,35601MNSNTCOURT,1987,Land treatment/application farming,kg,N010,2902.9888
325220,35601MNSNTCOURT,1987,Other landfills,kg,7440439,0.226796
325220,35601MNSNTCOURT,1987,Other landfills,kg,N010,453.592
325220,38401MNSNTWILLI,1987,Other landfills,kg,7723140,24947.56
325220,77511MNSNTFM291,1987,Other landfills,kg,1344281,49895.12
325220,77511MNSNTFM291,1987,Underground injection to class i wells,kg,107028,17690.088
325220,77511MNSNTFM291,1987,Underground injection to class i wells,kg,107131,90718.4
325311,28401WRGRCHIGHW,1987,Other landfills,kg,7664417,113.398
325311,28401WRGRCHIGHW,1987,Other landfills,kg,6484522,2449.3968
325311,28401WRGRCHIGHW,1987,Other disposal,kg,7783202,113.398
325311,28401WRGRCHIGHW,1987,Other disposal,kg,7697372,113.398
325311,15033RCNCRSCOTT,1987,Other disposal,kg,7697372,1387.99152
325311,15033RCNCRSCOTT,1987,Other disposal,kg,6484522,7475.1961599999995
325220,32571MRCNC1801C,1987,Underground injection to class i wells,kg,107131,16198.677504
325220,77511MNSNTFM291,1987,Underground injection to class i wells,kg,79107,63502.88
325220,77511MNSNTFM291,1987,Underground injection to class i wells,kg,7664939,0.226796
325220,77511MNSNTFM291,1987,Underground injection to class i wells,kg,75092,34019.4
325220,77511MNSNTFM291,1987,Underground injection to class i wells,kg,75058,172364.96
325220,77511MNSNTFM291,1987,Underground injection to class i wells,kg,1310732,0.226796
325220,77511MNSNTFM291,1987,Underground injection to class i wells,kg,123319,54431.04
325220,77511MNSNTFM291,1987,Underground injection to class i wells,kg,108952,117933.92
325220,77511MNSNTFM291,1987,Underground injection to class i wells,kg,7783202,77110640.0
325220,32533MNSNT3000O,1987,Underground injection to class i wells,kg,6484522,9979024.0
325220,32533MNSNT3000O,1987,Underground injection to class i wells,kg,1310732,0.226796
325220,32533MNSNT3000O,1987,Underground injection to class i wells,kg,1163195,113.398
325220,28150HCHSTHWY19,1987,Other landfills,kg,1310732,0.226796
325220,28150HCHSTHWY19,1987,Other disposal,kg,92524,340.194
325220,77414HCHSTPOBOX,1987,Underground injection to class i wells,kg,7440020,1649.260512
325220,77414HCHSTPOBOX,1987,Underground injection to class i wells,kg,71556,1122.6402
325220,77414HCHSTPOBOX,1987,Other landfills,kg,7440020,2132.789584
325220,77414HCHSTPOBOX,1987,Other landfills,kg,1344281,10555.08584
325220,28150HCHSTHWY19,1987,Other landfills,kg,7664939,0.226796
325220,38402SPNTXSANTA,1987,Land treatment/application farming,kg,7757826,4036.9688
325220,36505CRTLDUSHIG,1987,Other landfills,kg,N982,158.7572
325220,36505CRTLDUSHIG,1987,Other landfills,kg,7757826,12700.576
325220,36505CRTLDUSHIG,1987,Other landfills,kg,1310732,11113.003999999999
325220,24124HCHSTRT460,1987,Other disposal,kg,67641,226.796
325220,22630VTXFBKENDR,1987,Other landfills,kg,7757826,63502.88
325220,22630VTXFBKENDR,1987,Other landfills,kg,7440666,2721.552
325220,38402SPNTXSANTA,1987,Land treatment/application farming,kg,1310732,113.398
325220,22630VTXFBKENDR,1987,Land treatment/application farming,kg,7757826,0.226796
325220,28451DPNTXSTATE,1987,Land treatment/application farming,kg,74851,0.226796
325220,28451DPNTXSTATE,1987,Other landfills,kg,N020,0.453592
325220,29624BSFCRMASTE,1987,Underground injection to class i wells,kg,7664939,0.226796
325220,29624BSFCRMASTE,1987,Underground injection to class i wells,kg,71556,0.226796
325220,29624BSFCRMASTE,1987,Other landfills,kg,71556,113.398
325220,29606HCHSTI85WO,1987,Underground injection to class i wells,kg,1336363,0.0453592
325220,29606HCHSTI85WO,1987,Other landfills,kg,1336363,0.0453592
325220,29606HCHSTI85WO,1987,Other disposal,kg,92524,340.194
325220,28451DPNTXSTATE,1987,Other landfills,kg,74851,0.226796
325220,29502FBRNDPOBOX,1987,Land treatment/application farming,kg,N010,113.398
325220,29502FBRNDPOBOX,1987,Land treatment/application farming,kg,7757826,1950.4456
325220,29502FBRNDPOBOX,1987,Land treatment/application farming,kg,75070,12246.984
325220,29502FBRNDPOBOX,1987,Land treatment/application farming,kg,123911,9979.024
325220,29502FBRNDPOBOX,1987,Land treatment/application farming,kg,100210,1133.98
325220,29411DPNTCCYPRE,1987,Land treatment/application farming,kg,N450,340.194
325220,29020DPNTCPOBOX,1987,Other disposal,kg,107131,2.26796
325220,29502FBRNDPOBOX,1987,Land treatment/application farming,kg,92524,10886.208
325212,45714SHLLC2982W,1987,Underground injection to class i wells,kg,7664382,0.226796
325212,45714SHLLC2982W,1987,Underground injection to class i wells,kg,71556,0.226796
325212,45714SHLLC2982W,1987,Underground injection to class i wells,kg,1344281,0.226796
325211,97210THMCC4155N,1987,Land treatment/application farming,kg,80626,0.226796
325211,97210THMCC4155N,1987,Land treatment/application farming,kg,85449,0.226796
325211,97210THMCC4155N,1987,Other landfills,kg,100425,0.226796
325211,97210THMCC4155N,1987,Other landfills,kg,107211,0.226796
325211,97210THMCC4155N,1987,Other landfills,kg,108054,0.226796
325211,97210THMCC4155N,1987,Other landfills,kg,108316,0.226796
325211,97210THMCC4155N,1987,Other landfills,kg,108883,0.226796
325211,97210THMCC4155N,1987,Other landfills,kg,1330207,0.226796
325211,97210THMCC4155N,1987,Other landfills,kg,140885,0.226796
325211,97210THMCC4155N,1987,Other landfills,kg,141322,0.226796
325211,97210THMCC4155N,1987,Other landfills,kg,80626,0.226796
325211,97210THMCC4155N,1987,Other landfills,kg,85449,0.226796
325211,97402GRGPC2665H,1987,Land treatment/application farming,kg,108952,12.246984
325211,97402GRGPC2665H,1987,Land treatment/application farming,kg,1310732,14.061352
325211,97402GRGPC2665H,1987,Land treatment/application farming,kg,50000,1814.368
325211,97402GRGPC2665H,1987,Underground injection to class i wells,kg,50000,0.226796
325211,97503RVPCR1405A,1987,Land treatment/application farming,kg,108952,0.226796
325211,97503RVPCR1405A,1987,Underground injection to class i wells,kg,50000,0.226796
325211,97503RVPCR1405A,1987,Underground injection to class i wells,kg,1310732,0.226796
325211,97503RVPCR1405A,1987,Underground injection to class i wells,kg,108952,0.226796
325211,97503RVPCR1405A,1987,Other landfills,kg,7664939,0.226796
325211,97503RVPCR1405A,1987,Other landfills,kg,7664417,0.226796
325211,97503RVPCR1405A,1987,Other landfills,kg,67561,0.226796
325211,97210THMCC4155N,1987,Land treatment/application farming,kg,141322,0.226796
325211,97503RVPCR1405A,1987,Other landfills,kg,50000,0.226796
325211,97503RVPCR1405A,1987,Other landfills,kg,108952,0.226796
325211,97503RVPCR1405A,1987,Land treatment/application farming,kg,7664939,0.226796
325211,97503RVPCR1405A,1987,Land treatment/application farming,kg,7664417,0.226796
325211,97503RVPCR1405A,1987,Land treatment/application farming,kg,67561,0.226796
325211,97503RVPCR1405A,1987,Land treatment/application farming,kg,50000,0.226796
325211,97503RVPCR1405A,1987,Land treatment/application farming,kg,1310732,0.226796
325211,97503RVPCR1405A,1987,Other landfills,kg,1310732,0.226796
325211,97210THMCC4155N,1987,Land treatment/application farming,kg,140885,0.226796
325211,97210THMCC4155N,1987,Land treatment/application farming,kg,1330207,0.226796
325211,97210THMCC4155N,1987,Land treatment/application farming,kg,108883,0.226796
325211,92707SPLYM1300E,1987,Land treatment/application farming,kg,78933,0.226796
325211,92707SPLYM1300E,1987,Land treatment/application farming,kg,67641,0.226796
325211,92665PLYMR212WT,1987,Underground injection to class i wells,kg,101688,0.226796
325211,92665PLYMR212WT,1987,Other landfills,kg,101688,113.398
325211,92373JRCCH32185,1987,Underground injection to class i wells,kg,79107,0.226796
325211,92373JRCCH32185,1987,Underground injection to class i wells,kg,141322,0.226796
325211,92707SPLYM1300E,1987,Other landfills,kg,67641,0.226796
325211,92373JRCCH32185,1987,Underground injection to class i wells,kg,100425,0.226796
325211,92373JRCCH32185,1987,Other landfills,kg,141322,0.226796
325211,92373JRCCH32185,1987,Other landfills,kg,100425,0.226796
325211,92373JRCCH32185,1987,Land treatment/application farming,kg,79107,0.226796
325211,92373JRCCH32185,1987,Land treatment/application farming,kg,141322,0.226796
325211,92373JRCCH32185,1987,Land treatment/application farming,kg,100425,0.226796
325211,92370LPHRS19991,1987,Underground injection to class i wells,kg,75092,0.226796
325211,92373JRCCH32185,1987,Other landfills,kg,79107,0.226796
325211,97503RVPCR1405A,1987,Underground injection to class i wells,kg,67561,0.226796
325211,92707SPLYM1300E,1987,Other landfills,kg,78933,0.226796
325211,92707SPLYM1300E,1987,Underground injection to class i wells,kg,78933,0.226796
325211,97210THMCC4155N,1987,Land treatment/application farming,kg,108316,0.226796
325211,97210THMCC4155N,1987,Land treatment/application farming,kg,108054,0.226796
325211,97210THMCC4155N,1987,Land treatment/application farming,kg,107211,0.226796
325211,97210THMCC4155N,1987,Land treatment/application farming,kg,100425,0.226796
325211,97210HRCLS3366N,1987,Other landfills,kg,1310732,113.398
325211,95482GRGPC2163N,1987,Other disposal,kg,50000,2676.1928
325211,92707SPLYM1300E,1987,Underground injection to class i wells,kg,67641,0.226796
325211,94710DSTNC1608F,1987,Underground injection to class i wells,kg,80626,0.226796
325211,92707SPLYM700EA,1987,Underground injection to class i wells,kg,78933,0.226796
325211,92707SPLYM700EA,1987,Underground injection to class i wells,kg,67641,0.226796
325211,92707SPLYM700EA,1987,Other landfills,kg,78933,0.226796
325211,92707SPLYM700EA,1987,Other landfills,kg,67641,0.226796
325211,92707SPLYM700EA,1987,Land treatment/application farming,kg,78933,0.226796
325211,92707SPLYM700EA,1987,Land treatment/application farming,kg,67641,0.226796
325211,93033KPPRS5980A,1987,Other disposal,kg,108316,1905.0864
325211,97503RVPCR1405A,1987,Underground injection to class i wells,kg,7664417,0.226796
325211,97503RVPCR1405A,1987,Underground injection to class i wells,kg,7664939,0.226796
325212,15061PLYSR370FR,1987,Other landfills,kg,1310732,0.226796
325212,45714SHLLC2982W,1987,Other landfills,kg,110827,0.226796
325212,45714SHLLC2982W,1987,Other landfills,kg,106990,0.226796
325212,45714SHLLC2982W,1987,Other landfills,kg,106934,0.226796
325212,45714SHLLC2982W,1987,Other landfills,kg,100425,0.226796
325212,45714SHLLC2982W,1987,Other disposal,kg,7782505,0.226796
325212,45714SHLLC2982W,1987,Land treatment/application farming,kg,N495,0.226796
325212,45714SHLLC2982W,1987,Other landfills,kg,1310732,0.226796
325212,45714SHLLC2982W,1987,Land treatment/application farming,kg,7782505,0.226796
325212,45714SHLLC2982W,1987,Land treatment/application farming,kg,7664939,0.226796
325212,45714SHLLC2982W,1987,Land treatment/application farming,kg,7664417,0.226796
325212,45714SHLLC2982W,1987,Land treatment/application farming,kg,7664382,0.226796
325212,45714SHLLC2982W,1987,Land treatment/application farming,kg,71556,0.226796
325212,45714SHLLC2982W,1987,Land treatment/application farming,kg,1344281,0.226796
325212,45714SHLLC2982W,1987,Land treatment/application farming,kg,1336363,0.0453592
325212,45714SHLLC2982W,1987,Land treatment/application farming,kg,7757826,0.226796
325212,45714SHLLC2982W,1987,Land treatment/application farming,kg,1332214,0.226796
325212,45714SHLLC2982W,1987,Other landfills,kg,1332214,0.226796
325212,45714SHLLC2982W,1987,Other landfills,kg,1344281,0.226796
325212,45714SHLLC2982W,1987,Underground injection to class i wells,kg,1336363,0.0453592
325212,45714SHLLC2982W,1987,Underground injection to class i wells,kg,1332214,0.226796
325212,45714SHLLC2982W,1987,Underground injection to class i wells,kg,1310732,0.226796
325212,45714SHLLC2982W,1987,Underground injection to class i wells,kg,110827,0.226796
325212,45714SHLLC2982W,1987,Underground injection to class i wells,kg,106990,0.226796
325212,45714SHLLC2982W,1987,Underground injection to class i wells,kg,106934,0.226796
325212,45714SHLLC2982W,1987,Other landfills,kg,1336363,0.0453592
325212,45714SHLLC2982W,1987,Underground injection to class i wells,kg,100425,0.226796
325212,45714SHLLC2982W,1987,Other landfills,kg,7782505,0.226796
325212,45714SHLLC2982W,1987,Other landfills,kg,7757826,0.226796
325212,45714SHLLC2982W,1987,Other landfills,kg,7664939,0.226796
325212,45714SHLLC2982W,1987,Other landfills,kg,7664417,0.226796
325212,45714SHLLC2982W,1987,Other landfills,kg,7664382,0.226796
325212,45714SHLLC2982W,1987,Other landfills,kg,71556,0.226796
325212,45714SHLLC2982W,1987,Other landfills,kg,N495,0.226796
325211,60411DSTNC300ST,1987,Underground injection to class i wells,kg,N230,0.226796
325212,45714SHLLC2982W,1987,Land treatment/application farming,kg,1310732,0.226796
325212,45714SHLLC2982W,1987,Land treatment/application farming,kg,106990,0.226796
325212,39563MRTNT5724E,1987,Underground injection to class i wells,kg,1310732,0.226796
325212,39563MRTNT5724E,1987,Underground injection to class i wells,kg,108952,0.226796
325212,39563MRTNT5724E,1987,Underground injection to class i wells,kg,108883,0.226796
325212,39563MRTNT5724E,1987,Underground injection to class i wells,kg,107211,0.226796
325212,39563MRTNT5724E,1987,Underground injection to class i wells,kg,107062,0.226796
325212,39563MRTNT5724E,1987,Underground injection to class i wells,kg,106990,0.226796
325212,39563MRTNT5724E,1987,Underground injection to class i wells,kg,50000,0.226796
325212,37421PLYSR2200P,1987,Other landfills,kg,7647010,0.226796
325212,30720DWCHM1468P,1987,Other landfills,kg,79107,0.226796
325212,30720DWCHM1468P,1987,Other landfills,kg,75354,0.226796
325212,30720DWCHM1468P,1987,Other landfills,kg,106990,0.226796
325212,30720DWCHM1468P,1987,Other landfills,kg,100425,0.226796
325212,30720DWCHM1468P,1987,Other landfills,kg,100414,0.226796
325212,15061PLYSR370FR,1987,Other landfills,kg,7647010,0.226796
325212,37421PLYSR2200P,1987,Other landfills,kg,1310732,0.226796
325212,45714SHLLC2982W,1987,Land treatment/application farming,kg,110827,0.226796
325212,39563MRTNT5724E,1987,Underground injection to class i wells,kg,67641,0.226796
325212,39563MRTNT5724E,1987,Underground injection to class i wells,kg,75218,0.226796
325212,45714SHLLC2982W,1987,Land treatment/application farming,kg,106934,0.226796
325212,45714SHLLC2982W,1987,Land treatment/application farming,kg,100425,0.226796
325212,44310RHRBB1310D,1987,Underground injection to class i wells,kg,1344281,113.398
325212,44260DVRST165SC,1987,Other disposal,kg,79107,0.226796
325212,44260DVRST165SC,1987,Other disposal,kg,7664417,0.226796
325212,44260DVRST165SC,1987,Other disposal,kg,107211,0.226796
325212,39563MRTNT5724E,1987,Underground injection to class i wells,kg,75092,0.226796
325212,44260DVRST165SC,1987,Other disposal,kg,106990,0.226796
325212,40216DPNTL4200C,1987,Other landfills,kg,7757826,0.226796
325212,39563MRTNT5724E,1987,Underground injection to class i wells,kg,N450,0.226796
325212,39563MRTNT5724E,1987,Underground injection to class i wells,kg,96333,0.226796
325212,39563MRTNT5724E,1987,Underground injection to class i wells,kg,78933,0.226796
325212,39563MRTNT5724E,1987,Underground injection to class i wells,kg,7697372,0.226796
325212,39563MRTNT5724E,1987,Underground injection to class i wells,kg,7647010,0.226796
325212,44260DVRST165SC,1987,Other disposal,kg,100425,17.236496
325311,31717KSRGR1301S,1987,Land treatment/application farming,kg,6484522,113.398
325211,60411DSTNC300ST,1987,Underground injection to class i wells,kg,85449,0.226796
325211,60411DSTNC300ST,1987,Underground injection to class i wells,kg,79107,0.226796
325211,26180DPNTWDUPON,1987,Land treatment/application farming,kg,N010,0.226796
325211,26180DPNTWDUPON,1987,Land treatment/application farming,kg,N982,0.226796
325211,26180DPNTWDUPON,1987,Other landfills,kg,100210,0.226796
325211,26180DPNTWDUPON,1987,Other landfills,kg,108883,0.226796
325211,26180DPNTWDUPON,1987,Other landfills,kg,123728,0.226796
325211,26180DPNTWDUPON,1987,Other landfills,kg,1310732,0.226796
325211,26180DPNTWDUPON,1987,Other landfills,kg,140885,0.226796
325211,26180DPNTWDUPON,1987,Other landfills,kg,50000,0.226796
325211,26180DPNTWDUPON,1987,Other landfills,kg,67561,0.226796
325211,26180DPNTWDUPON,1987,Other landfills,kg,74851,0.226796
325211,26180DPNTWDUPON,1987,Other landfills,kg,75092,0.226796
325211,26180DPNTWDUPON,1987,Other landfills,kg,76131,0.226796
325211,26180DPNTWDUPON,1987,Other landfills,kg,7647010,0.226796
325211,26180DPNTWDUPON,1987,Other landfills,kg,7664382,0.226796
325211,26180DPNTWDUPON,1987,Other landfills,kg,7664939,0.226796
325211,26180DPNTWDUPON,1987,Other landfills,kg,7757826,0.226796
325211,26180DPNTWDUPON,1987,Other landfills,kg,80626,0.226796
325211,26180DPNTWDUPON,1987,Underground injection to class i wells,kg,7664382,0.226796
325211,26180DPNTWDUPON,1987,Underground injection to class i wells,kg,7647010,0.226796
325211,26180DPNTWDUPON,1987,Underground injection to class i wells,kg,76131,0.226796
325211,26180DPNTWDUPON,1987,Underground injection to class i wells,kg,75092,0.226796
325211,26180DPNTWDUPON,1987,Underground injection to class i wells,kg,74851,0.226796
325211,26180DPNTWDUPON,1987,Underground injection to class i wells,kg,67561,0.226796
325211,26180DPNTWDUPON,1987,Land treatment/application farming,kg,92524,0.226796
325211,26180DPNTWDUPON,1987,Underground injection to class i wells,kg,140885,0.226796
325211,26180DPNTWDUPON,1987,Underground injection to class i wells,kg,110827,0.226796
325211,26180DPNTWDUPON,1987,Underground injection to class i wells,kg,108883,0.226796
325211,26180DPNTWDUPON,1987,Underground injection to class i wells,kg,100210,0.226796
325211,26180DPNTWDUPON,1987,Other landfills,kg,N982,0.226796
325211,26180DPNTWDUPON,1987,Other landfills,kg,N010,0.226796
325211,26180DPNTWDUPON,1987,Other landfills,kg,92524,0.226796
325211,26180DPNTWDUPON,1987,Underground injection to class i wells,kg,1310732,0.226796
325211,26180DPNTWDUPON,1987,Land treatment/application farming,kg,80626,0.226796
325211,26180DPNTWDUPON,1987,Land treatment/application farming,kg,7757826,0.226796
325211,26180DPNTWDUPON,1987,Land treatment/application farming,kg,7664939,0.226796
325211,24124HCHSTRT460,1987,Other disposal,kg,107211,181.4368
325211,24115DPNTMDUPON,1987,Other landfills,kg,7664417,0.226796
325211,23890SPRLCRT460,1987,Other landfills,kg,50000,2267.96
325211,23320HNTSM5100B,1987,Underground injection to class i wells,kg,N982,0.226796
325211,23320HNTSM5100B,1987,Underground injection to class i wells,kg,N010,0.226796
325211,23320HNTSM5100B,1987,Underground injection to class i wells,kg,94360,0.226796
325211,24531FRMNRPITTS,1987,Other disposal,kg,100425,113.398
325211,23320HNTSM5100B,1987,Underground injection to class i wells,kg,7647010,0.226796
325211,23320HNTSM5100B,1987,Underground injection to class i wells,kg,1310732,0.226796
325211,23320HNTSM5100B,1987,Underground injection to class i wells,kg,1163195,0.226796
325211,23320HNTSM5100B,1987,Underground injection to class i wells,kg,100425,0.226796
325211,23320HNTSM5100B,1987,Underground injection to class i wells,kg,100414,0.226796
325211,23320HNTSM5100B,1987,Other landfills,kg,N982,0.226796
325211,23320HNTSM5100B,1987,Other landfills,kg,N010,0.226796
325211,23320HNTSM5100B,1987,Underground injection to class i wells,kg,1330207,0.226796
325211,26180DPNTWDUPON,1987,Underground injection to class i wells,kg,7664939,0.226796
325211,24531FRMNRPITTS,1987,Other disposal,kg,107211,113.398
325211,24531FRMNRPITTS,1987,Other disposal,kg,1330207,113.398
325211,26180DPNTWDUPON,1987,Land treatment/application farming,kg,7664382,0.226796
325211,26180DPNTWDUPON,1987,Land treatment/application farming,kg,7647010,0.226796
325211,26180DPNTWDUPON,1987,Land treatment/application farming,kg,76131,0.226796
325211,26180DPNTWDUPON,1987,Land treatment/application farming,kg,75092,0.226796
325211,26180DPNTWDUPON,1987,Land treatment/application farming,kg,74851,0.226796
325211,26180DPNTWDUPON,1987,Land treatment/application farming,kg,67561,0.226796
325211,24531FRMNRPITTS,1987,Other disposal,kg,108316,113.398
325211,26180DPNTWDUPON,1987,Land treatment/application farming,kg,50000,0.226796
325211,26180DPNTWDUPON,1987,Land treatment/application farming,kg,1310732,0.226796
325211,26180DPNTWDUPON,1987,Land treatment/application farming,kg,123728,0.226796
325211,26180DPNTWDUPON,1987,Land treatment/application farming,kg,108883,0.226796
325211,26180DPNTWDUPON,1987,Land treatment/application farming,kg,100210,0.226796
325211,25502GDYRTSTRT2,1987,Other landfills,kg,75070,0.226796
325211,24531FRMNRPITTS,1987,Other disposal,kg,85449,113.398
325211,26180DPNTWDUPON,1987,Land treatment/application farming,kg,140885,0.226796
325211,23320HNTSM5100B,1987,Other landfills,kg,94360,0.226796
325211,26180DPNTWDUPON,1987,Underground injection to class i wells,kg,7757826,0.226796
325211,26180DPNTWDUPON,1987,Underground injection to class i wells,kg,80626,0.226796
325211,29202CRLNSUSHIG,1987,Other landfills,kg,N010,1.360776
325211,29202CRLNSUSHIG,1987,Other landfills,kg,N096,15422.128
325211,29335NTNLSHIGHW,1987,Land treatment/application farming,kg,107131,0.226796
325211,29335NTNLSHIGHW,1987,Land treatment/application farming,kg,140885,0.226796
325211,29335NTNLSHIGHW,1987,Land treatment/application farming,kg,141322,113.398
325211,29335NTNLSHIGHW,1987,Land treatment/application farming,kg,67561,11420.539376
325211,29335NTNLSHIGHW,1987,Land treatment/application farming,kg,7664382,0.226796
325211,29335NTNLSHIGHW,1987,Land treatment/application farming,kg,80626,0.226796
325211,29335NTNLSHIGHW,1987,Other disposal,kg,140885,113.398
325211,29335NTNLSHIGHW,1987,Other landfills,kg,107131,0.226796
325211,29335NTNLSHIGHW,1987,Other landfills,kg,140885,0.226796
325211,29335NTNLSHIGHW,1987,Other landfills,kg,141322,0.226796
325211,29335NTNLSHIGHW,1987,Other landfills,kg,67561,1269.150416
325211,29335NTNLSHIGHW,1987,Other landfills,kg,7664382,0.226796
325211,29335NTNLSHIGHW,1987,Other landfills,kg,80626,0.226796
325211,29501DPNTFUSHIG,1987,Land treatment/application farming,kg,7664417,90.7184
325211,29501DPNTFUSHIG,1987,Other disposal,kg,107211,90.7184
325211,30344PPGND1377O,1987,Land treatment/application farming,kg,75092,0.226796
325211,30344PPGND1377O,1987,Land treatment/application farming,kg,1310732,0.226796
325211,30336WRGRC5210P,1987,Underground injection to class i wells,kg,71556,0.226796
325211,30336WRGRC5210P,1987,Underground injection to class i wells,kg,584849,0.226796
325211,30336WRGRC5210P,1987,Other landfills,kg,71556,0.226796
325211,30336WRGRC5210P,1987,Other landfills,kg,584849,0.226796
