PREFERRED NAME,CAS NUMBER,DSSTOX ID,Molecular Mass,LogP: Octanol-Water,LogP: Octanol-Water - Score,Melting Point,Melting Point - Units,Melting Point - Score,Boiling Point,Boiling Point - Units,Boiling Point - Score,Water Solubility,Water Solubility - Units,Water Solubility - Score,Vapor Pressure,Vapor Pressure - Units,Vapor Pressure - Score,Flash Point,Flash Point - Units,Flash Point - Score,Surface Tension,Surface Tension - Units,Surface Tension - Score,Index of Refraction,Index of Refraction - Score,Molar Refractivity,Molar Refractivity - Units,Molar Refractivity - Score,Polarizability,Polarizability - Units,Polarizability - Score,Density,Density - Units,Density - Score,Molar Volume,Molar Volume - Units,Molar Volume - Score,Thermal Conductivity,Thermal Conductivity - Units,Thermal Conductivity - Score,Viscosity,Viscosity - Units,Viscosity - Score,Henry's Law,Henry's Law - Score,LogKoa: Octanol-Air,LogKoa: Octanol-Air - Score,pKa Acidic Apparent,pKa Acidic Apparent - Score,pKa Basic Apparent,pKa Basic Apparent - Score,Bioaccumulation Factor,Bioaccumulation Factor - Score,Bioconcentration Factor,Bioconcentration Factor - Score,Soil Adsorp. Coeff. (Koc),Soil Adsorp. Coeff. (Koc) - Units,Soil Adsorp. Coeff. (Koc) - Score,Atmos. Hydroxylation Rate,Atmos. Hydroxylation Rate - Units,Atmos. Hydroxylation Rate - Score,Biodeg. Half-Life,Biodeg. Half-Life - Units,Biodeg. Half-Life - Score,Fish Biotrans. Half-Life (Km),Fish Biotrans. Half-Life (Km) - Units,Fish Biotrans. Half-Life (Km) - Score,Data Quality - CompTox,Data Source,Consulted Date
Disodium cyanodithioimidocarbonate,138932,DTXSID6034423,162.14,1.41,3,,,,178,°C,3,0.227,mol/L,3,0.0163,mmHg,3,49.3,°C,3,46,dyn/cm,4,1.68,4,31.4,cm^3,4,12.4,Å^3,4,1.22,g/cm^3,3,83,cm^3,4,,,,,,,2.45E-09,4,3.14,4,,,,,,,,,2.59,L/kg,4,3.12E-12,cm3/molecule*sec,4,4.14,days,4,0.154,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6034423,07_04_2020
Potassium N-methyldithiocarbamate,137417,DTXSID1034424,145.28,,,117,°C,3,210,°C,3,2,mol/L,3,0.164,mmHg,3,26.6,°C,4,50.3,dyn/cm,4,1.59,4,30.1,cm^3,4,11.9,Å^3,4,1.2,g/cm^3,4,89.4,cm^3,4,,,,,,,1.44E-08,4,4.18,4,,,,,,,,,13.4,L/kg,4,3.22E-11,cm3/molecule*sec,4,7.63,days,4,0.186,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID1034424,07_04_2020
Copper ammonium carbonate,33113085,DTXSID1034470,140.585,-0.751,3,,,,217,°C,3,2.79,mol/L,3,0.0106,mmHg,3,170,°C,4,78,dyn/cm,4,1.44,4,9.78,cm^3,4,3.88,Å^3,4,1.67,g/cm^3,4,37.2,cm^3,4,,,,,,,3.87E-09,4,6.37,4,,,,,,,,,3.84,L/kg,4,3.47E-14,cm3/molecule*sec,4,7.58,days,4,0.143,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID1034470,07_04_2020
Copper(II) carbonate,1184641,DTXSID6034471,123.554,-0.751,3,,,,217,°C,3,2.79,mol/L,3,0.0106,mmHg,3,170,°C,4,78,dyn/cm,4,1.44,4,9.78,cm^3,4,3.88,Å^3,4,1.67,g/cm^3,4,37.2,cm^3,4,,,,,,,3.87E-09,4,6.37,4,,,,,,,,,3.84,L/kg,4,3.47E-14,cm3/molecule*sec,4,7.58,days,4,0.143,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6034471,07_04_2020
Copper ethylene diamine complex,13426910,DTXSID1034472,183.745,-2.04,4,,,,,,,,,,15.8,mmHg,4,33.9,°C,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID1034472,07_04_2020
Copper(II) hydroxide,20427592,DTXSID6034473,97.56,,,281,°C,4,647,°C,4,6.75,mol/L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6034473,07_04_2020
Copper oxychloride sulfate,8012699,DTXSID1034476,665.85,-1.03,4,,,,,,,,,,3.35E-05,mmHg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID1034476,07_04_2020
"Copper(II), tetraamine-",16828958,DTXSID5034482,131.669,,,,,,,,,,,,5990,mmHg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID5034482,07_04_2020
Cupric triethanolamine,82027596,DTXSID0034483,210.72,-1.06,3,,,,318,°C,3,12.2,mol/L,3,9E-06,mmHg,3,171,°C,3,48.1,dyn/cm,3,1.51,4,38.2,cm^3,4,15.1,Å^3,4,1.15,g/cm^3,3,127,cm^3,4,220,mW/(m*K),4,65.8,cP,4,6.02E-11,4,7.26,4,,,,,,,,,18.9,L/kg,4,4.6E-11,cm3/molecule*sec,4,3.67,days,4,0.0866,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID0034483,07_04_2020
Cupric oxide,1317380,DTXSID5034488,79.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID5034488,07_04_2020
Cuprous oxide,1317391,DTXSID0034489,143.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID0034489,07_04_2020
Desmedipham,13684565,DTXSID0034518,300.314,,,120,°C,1,384,°C,3,2.33E-05,mol/L,2,3E-09,mmHg,2,209,°C,3,54.7,dyn/cm,4,1.64,4,82.8,cm^3,4,32.8,Å^3,4,1.28,g/cm^3,3,230,cm^3,4,,,,,,,1.81E-11,4,9.38,4,,,,,,,10.6,3,1510,L/kg,2,1.38E-11,cm3/molecule*sec,4,3.55,days,4,0.197,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID0034518,07_04_2020
Thiophanate,23564069,DTXSID3034531,370.44,,,200,°C,3,328,°C,3,7.88E-05,mol/L,3,2.57E-08,mmHg,3,251,°C,4,71.7,dyn/cm,4,1.68,4,98.6,cm^3,4,39.1,Å^3,4,1.46,g/cm^3,3,262,cm^3,4,,,,,,,1.62E-10,4,9.43,4,,,,,,,,,368,L/kg,4,1.39E-11,cm3/molecule*sec,4,4.5,days,4,0.292,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID3034531,07_04_2020
Endothal-dipotassium,2164070,DTXSID0034568,262.344,0.961,3,,,,333,°C,3,0.457,mol/L,3,1.67E-09,mmHg,3,189,°C,3,54.1,dyn/cm,3,1.57,4,39.5,cm^3,4,15.7,Å^3,4,1.49,g/cm^3,3,121,cm^3,4,141,mW/(m*K),4,42.7,cP,4,5.83E-10,4,7.84,4,,,,,,,12.1,1,63.6,L/kg,3,4.38E-12,cm3/molecule*sec,4,3.56,days,4,0.126,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID0034568,07_04_2020
Fluazifop-butyl,69806504,DTXSID3034612,383.367,,,9,°C,1,382,°C,3,3.1E-06,mol/L,2,4.12E-07,mmHg,2,218,°C,3,35.8,dyn/cm,4,1.5,4,92,cm^3,4,36.5,Å^3,4,1.27,g/cm^3,3,314,cm^3,4,,,,,,,3.59E-08,4,9.86,4,,,,,,,142,3,4170,L/kg,2,1.33E-11,cm3/molecule*sec,4,4.63,days,4,3.5,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID3034612,07_04_2020
"2,4-D 2-ethyl-4-methylpentyl ester",53404378,DTXSID2034679,333.25,,,11.5,°C,3,364,°C,3,2.48E-06,mol/L,3,3.75E-06,mmHg,3,142,°C,3,37.4,dyn/cm,3,1.5,4,86.1,cm^3,4,34.1,Å^3,4,1.16,g/cm^3,3,290,cm^3,4,135,mW/(m*K),4,16.4,cP,4,3.76E-08,4,9.71,4,,,,,,,,,2160,L/kg,4,1.95E-11,cm3/molecule*sec,4,4.45,days,4,1.15,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID2034679,07_04_2020
MCPA-sodium,3653483,DTXSID2034700,222.6,,,130,°C,3,309,°C,3,0.00659,mol/L,3,1.34E-05,mmHg,3,155,°C,3,44.2,dyn/cm,3,1.55,4,48.8,cm^3,4,19.4,Å^3,4,1.32,g/cm^3,3,153,cm^3,4,145,mW/(m*K),4,13.3,cP,4,6.94E-09,4,8.53,4,,,,,,,,,50.5,L/kg,4,1.17E-11,cm3/molecule*sec,4,3.54,days,4,0.112,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID2034700,07_04_2020
Potassium dimethyldithiocarbamate,128030,DTXSID7034834,159.31,,,85.7,°C,3,100,°C,2,0.284,mol/L,3,0.192,mmHg,3,32,°C,4,48.7,dyn/cm,4,1.58,4,34.9,cm^3,4,13.8,Å^3,4,1.16,g/cm^3,4,104,cm^3,4,,,,,,,1.05E-08,4,3.36,4,,,,,,,,,59.3,L/kg,4,9.84E-12,cm3/molecule*sec,4,23.7,days,4,0.309,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID7034834,07_04_2020
Potassium permanganate,7722647,DTXSID2034839,158.032,,,240,°C,1,816,°C,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID2034839,07_04_2020
Sulfuryl fluoride,2699798,DTXSID9034945,102.05,,,-136,°C,1,-55.4,°C,1,0.505,mol/L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID9034945,07_04_2020
"2,4-Dithiobiuret",541537,DTXSID2034968,135.2,,,183,°C,1,274,°C,3,0.02,mol/L,2,4.57E-05,mmHg,3,111,°C,3,121,dyn/cm,4,1.77,4,36.6,cm^3,4,14.5,Å^3,4,1.49,g/cm^3,3,87.7,cm^3,4,,,,,,,3.27E-09,4,7.26,4,,,,,,,,,11.7,L/kg,4,5.46E-11,cm3/molecule*sec,4,45.2,days,4,0.142,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID2034968,07_04_2020
Zinc chloride,7646857,DTXSID2035013,136.28,,,291,°C,1,732,°C,1,0.474,mol/L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID2035013,07_04_2020
Lead nitrate,10099748,DTXSID2035069,333.2,-0.129,4,,,,,,,,,,49.8,mmHg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID2035069,07_04_2020
(4-Aminophenyl)arsonic acid,98500,DTXSID8035138,217.056,,,300,°C,1,380,°C,4,0.936,mol/L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID8035138,07_04_2020
Tributyltin methacrylate,2155706,DTXSID9035204,375.14,,,81.8,°C,4,336,°C,4,3.39E-06,mol/L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID9035204,07_04_2020
Bromine,7726956,DTXSID1035238,159.808,,,-7.21,°C,1,59.1,°C,1,0.0568,mol/L,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID1035238,07_04_2020
Copper ethanolamine complex,14215522,DTXSID2035693,183.698,-1.31,4,,,,,,,,,,0.458,mmHg,4,93.3,°C,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID2035693,07_04_2020
Thallium,7440280,DTXSID2036035,204.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID2036035,07_04_2020
Bis-(2-chloroethyl)sulfide,505602,DTXSID0037100,159.07,,,13.5,°C,1,216,°C,2,0.00432,mol/L,2,0.11,mmHg,2,77.6,°C,3,35.7,dyn/cm,3,1.5,4,38.3,cm^3,4,15.2,Å^3,4,1.17,g/cm^3,3,131,cm^3,4,130,mW/(m*K),4,1.35,cP,4,2.45E-05,2,4.32,4,,,,,,,14.2,3,157,L/kg,3,1.42E-12,cm3/molecule*sec,4,4.64,days,4,0.193,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID0037100,07_04_2020
Sodium orthovanadate,13721396,DTXSID2037269,183.907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID2037269,07_04_2020
"2,2',3,4,4',5,5'-Heptachlorobiphenyl",35065293,DTXSID6038299,395.31,,,112,°C,2,416,°C,3,9.74E-09,mol/L,2,5.79E-07,mmHg,1,204,°C,3,49.3,dyn/cm,4,1.63,4,85.1,cm^3,4,33.7,Å^3,4,1.7,g/cm^3,3,238,cm^3,4,113,mW/(m*K),4,,,,1E-05,2,9.88,2,,,,,,,,,812000,L/kg,4,6.79E-13,cm3/molecule*sec,4,20.2,days,4,305,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6038299,07_04_2020
"2,2',3,5',6-Pentachlorobiphenyl",38379996,DTXSID3038301,326.42,,,114,°C,3,358,°C,3,6.46E-08,mol/L,2,1.4E-05,mmHg,3,177,°C,3,46.5,dyn/cm,4,1.62,4,75.3,cm^3,4,29.9,Å^3,4,1.52,g/cm^3,3,214,cm^3,4,119,mW/(m*K),4,,,,0.00012,2,8.79,2,,,,,,,,,355000,L/kg,2,4E-13,cm3/molecule*sec,2,2650,days,2,338,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID3038301,07_04_2020
"2,2',3,5'-tetrachlorobiphenyl",41464395,DTXSID8038302,291.98,,,110,°C,3,349,°C,3,3.42E-07,mol/L,2,6.16E-05,mmHg,3,163,°C,3,44.9,dyn/cm,4,1.61,4,70.4,cm^3,4,27.9,Å^3,4,1.43,g/cm^3,3,203,cm^3,4,123,mW/(m*K),4,,,,0.00014,2,8.36,2,,,,,,,,,99600,L/kg,4,8E-13,cm3/molecule*sec,2,13.4,days,4,214,days,2,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID8038302,07_04_2020
"2,2',4,5,5'-Pentachlorobiphenyl",37680732,DTXSID8038304,326.42,,,77,°C,2,371,°C,3,4.72E-08,mol/L,2,1.55E-05,mmHg,1,181,°C,3,46.5,dyn/cm,4,1.62,4,75.3,cm^3,4,29.9,Å^3,4,1.52,g/cm^3,3,214,cm^3,4,120,mW/(m*K),4,,,,9E-05,2,9.06,2,,,,,,,,,166000,L/kg,2,5.81E-13,cm3/molecule*sec,4,13.4,days,4,288,days,2,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID8038304,07_04_2020
"2,2',5,5'-Tetrachlorobiphenyl",35693993,DTXSID3038305,291.98,,,87,°C,2,345,°C,3,5.24E-08,mol/L,2,2.54E-05,mmHg,2,162,°C,3,44.9,dyn/cm,4,1.61,4,70.4,cm^3,4,27.9,Å^3,4,1.42,g/cm^3,3,203,cm^3,4,121,mW/(m*K),4,,,,0.0002,2,8.47,2,,,,,,,,,132000,L/kg,2,7.92E-13,cm3/molecule*sec,4,13.4,days,4,262,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID3038305,07_04_2020
"2,3,3',4,4'-Pentachlorobiphenyl",32598144,DTXSID8038306,326.42,,,117,°C,2,378,°C,3,1.04E-08,mol/L,2,4.13E-06,mmHg,1,186,°C,3,46.5,dyn/cm,4,1.62,4,75.3,cm^3,4,29.9,Å^3,4,1.52,g/cm^3,3,214,cm^3,4,122,mW/(m*K),4,,,,5.65E-05,4,10,2,,,,,,,54100,3,147000,L/kg,3,6.49E-13,cm3/molecule*sec,4,12.1,days,4,115,days,2,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID8038306,07_04_2020
"2,3,3',4',6-Pentachlorobiphenyl",38380039,DTXSID3038307,326.42,,,109,°C,3,375,°C,3,2.24E-08,mol/L,2,1.56E-05,mmHg,3,181,°C,3,46.5,dyn/cm,4,1.62,4,75.3,cm^3,4,29.9,Å^3,4,1.52,g/cm^3,3,214,cm^3,4,120,mW/(m*K),4,,,,7.57E-05,4,9.06,2,,,,,,,,,163000,L/kg,4,6E-13,cm3/molecule*sec,2,17.2,days,4,427,days,2,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID3038307,07_04_2020
"2,4,4'-Trichlorobiphenyl",7012375,DTXSID2038310,257.54,,,58,°C,2,324,°C,3,1.05E-06,mol/L,2,0.00014,mmHg,1,188,°C,3,43.1,dyn/cm,4,1.6,4,65.5,cm^3,4,26,Å^3,4,1.34,g/cm^3,3,191,cm^3,4,125,mW/(m*K),4,,,,0.0002,2,7.93,4,,,,,,,,,42700,L/kg,2,1.1E-12,cm3/molecule*sec,2,16.6,days,4,75.9,days,2,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID2038310,07_04_2020
"2,6-Dichlorobiphenyl",33146451,DTXSID7038313,223.1,,,75.8,°C,3,299,°C,3,1.08E-05,mol/L,2,0.00171,mmHg,3,129,°C,3,42.3,dyn/cm,3,1.59,4,60.6,cm^3,4,24,Å^3,4,1.25,g/cm^3,3,179,cm^3,4,127,mW/(m*K),4,,,,0.00023,2,7.38,4,,,,,,,,,10900,L/kg,4,2.87E-12,cm3/molecule*sec,4,210,days,2,186,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID7038313,07_04_2020
Aldicarb,116063,DTXSID0039223,190.26,1.13,2,,,,269,°C,3,0.0317,mol/L,2,3.47E-05,mmHg,2,134,°C,4,34.4,dyn/cm,4,1.49,4,50.8,cm^3,4,20.1,Å^3,4,1.09,g/cm^3,3,175,cm^3,4,,,,,,,2.36E-08,4,7.5,4,,,,,,,0.13,1,31.6,L/kg,2,1.55E-11,cm3/molecule*sec,4,3.54,days,4,0.104,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID0039223,07_04_2020
Acetaldehyde,75070,DTXSID5039224,44.053,,,-124,°C,1,20.7,°C,1,22.7,mol/L,2,902,mmHg,2,-20.2,°C,3,20.3,dyn/cm,3,1.31,4,11.5,cm^3,4,4.56,Å^3,4,0.827,g/cm^3,3,58.9,cm^3,4,149,mW/(m*K),4,0.286,cP,4,6.67E-05,2,1.79,4,16.8,2,-0.57,2,,,1.69,3,2.9,L/kg,3,1.58E-11,cm3/molecule*sec,2,7.57,days,4,0.17,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID5039224,07_04_2020
2-Acetylaminofluorene,53963,DTXSID0039227,223.275,3.14,3,,,,303,°C,2,1.37E-05,mol/L,3,5.12E-09,mmHg,3,259,°C,3,53.4,dyn/cm,4,1.67,4,68.1,cm^3,4,27,Å^3,4,1.23,g/cm^3,3,181,cm^3,4,143,mW/(m*K),4,,,,1.56E-10,4,10.9,4,,,,,,,34.8,3,1380,L/kg,2,1.39E-11,cm3/molecule*sec,4,5.23,days,4,0.212,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID0039227,07_04_2020
Allyl chloride,107051,DTXSID4039231,76.52,,,-135,°C,1,45,°C,1,0.0588,mol/L,3,368,mmHg,2,-15.7,°C,3,22,dyn/cm,3,1.4,4,20.5,cm^3,4,8.14,Å^3,4,0.936,g/cm^3,3,84.5,cm^3,4,127,mW/(m*K),4,0.378,cP,4,0.016,4,2.26,4,,,,,,,5.01,2,40.2,L/kg,3,1.7E-11,cm3/molecule*sec,2,4.73,days,4,0.117,days,2,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID4039231,07_04_2020
Benzene,71432,DTXSID3039242,78.114,,,5.5,°C,1,80,°C,1,0.0229,mol/L,2,94.8,mmHg,2,-3.99,°C,3,28.7,dyn/cm,3,1.5,4,26.3,cm^3,4,10.4,Å^3,4,0.891,g/cm^3,3,89.4,cm^3,4,137,mW/(m*K),4,0.597,cP,4,0.00555,2,2.78,2,,,,,,,33.5,1,56.2,L/kg,2,1.23E-12,cm3/molecule*sec,2,6,days,2,0.0854,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID3039242,07_04_2020
Calcium nitrate,10124375,DTXSID1039719,164.086,,,,,,132,°C,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID1039719,07_04_2020
Nickel(II) sulfate heptahydrate,10101981,DTXSID7040106,280.85,-1.03,4,,,,,,,,,,3.35E-05,mmHg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID7040106,07_04_2020
"1,5-Naphthalene diisocyanate",3173726,DTXSID8040145,210.192,,,131,°C,1,296,°C,1,0.000146,mol/L,3,3.38E-05,mmHg,2,133,°C,3,49.8,dyn/cm,4,1.62,4,60.6,cm^3,4,24,Å^3,4,1.22,g/cm^3,3,173,cm^3,4,,,,,,,7.95E-07,4,5.8,4,,,,,,,,,138,L/kg,4,2.14E-12,cm3/molecule*sec,4,5.03,days,4,1.98,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID8040145,07_04_2020
Cobalt chloride,7646799,DTXSID9040180,129.83,,,,,,1050,°C,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID9040180,07_04_2020
Methazole,20354261,DTXSID1040293,261.06,,,123,°C,1,360,°C,3,5.75E-06,mol/L,2,1E-06,mmHg,2,176,°C,3,59.1,dyn/cm,4,1.62,4,57.2,cm^3,4,22.7,Å^3,4,1.55,g/cm^3,3,163,cm^3,4,,,,51.1,cP,4,3.78E-05,4,9.59,4,,,,,,,,,3020,L/kg,2,5.84E-12,cm3/molecule*sec,4,4.44,days,4,1.18,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID1040293,07_04_2020
2-Chlorobiphenyl,2051607,DTXSID6040298,188.65,,,34,°C,1,274,°C,2,2.56E-05,mol/L,2,0.00138,mmHg,2,126,°C,3,40.8,dyn/cm,3,1.58,4,55.7,cm^3,4,22.1,Å^3,4,1.15,g/cm^3,3,167,cm^3,4,129,mW/(m*K),4,,,,0.000736,2,7.17,4,,,,,,,,,2950,L/kg,2,2.82E-12,cm3/molecule*sec,2,5.37,days,4,7.05,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID6040298,07_04_2020
3-Chlorobiphenyl,2051618,DTXSID1040299,188.65,,,16,°C,1,285,°C,2,1.92E-05,mol/L,2,0.00735,mmHg,2,127,°C,3,41.2,dyn/cm,3,1.58,4,55.7,cm^3,4,22.1,Å^3,4,1.15,g/cm^3,3,167,cm^3,4,129,mW/(m*K),4,,,,0.000613,2,6.82,2,,,,,,,,,3180,L/kg,4,5.28E-12,cm3/molecule*sec,2,8.24,days,4,20.2,days,4,"Level 2: Expert curated, unique chemical identifiers using multiple sources",https://comptox.epa.gov/dashboard/dsstoxdb/results?search=DTXSID1040299,07_04_2020
