TRI_CHEM_ID,EFFICIENCY RANGE CODE,METHOD NAME - 2005 AND AFTER,WASTE STREAM CODE,NUMBER
120809,E4,Other treatment,S,1
120809,E4,Scrubber,A,5
120809,E4,Settling or clarification,A,1
120809,E4,Settling or clarification,W,4
120809,E4,Sludge treatment and/or dewatering,S,1
120809,E5,Absorber,A,1
120809,E5,Air or steam stripping,W,1
120809,E5,Biological treatment with or without precipitation,S,1
120809,E5,Biological treatment with or without precipitation,W,73
120809,E5,Evaporation,S,1
120809,E5,Incineration - thermal destruction other than use as a fuel,A,4
120809,E5,Incineration - thermal destruction other than use as a fuel,S,1
120809,E5,Incineration - thermal destruction other than use as a fuel,W,1
120809,E5,Neutralization,L,1
120809,E5,Neutralization,S,1
120809,E5,Other Air Emission Treatment,A,5
120809,E5,Other treatment,A,1
120809,E5,Other treatment,L,1
120809,E5,Scrubber,A,3
120809,E5,Settling or clarification,S,2
120809,E5,Settling or clarification,W,2
120809,E5,Sludge treatment and/or dewatering,S,7
120809,E6,Biological treatment with or without precipitation,W,11
120809,E6,Electrostatic Precipitator,A,2
120809,E6,Evaporation,S,1
120809,E6,Incineration - thermal destruction other than use as a fuel,A,1
120809,E6,Incineration - thermal destruction other than use as a fuel,S,1
120809,E6,Mechanical Separation,A,1
120809,E6,Neutralization,W,3
120809,E6,Other Air Emission Treatment,A,1
120809,E6,Scrubber,A,3
120809,E6,Settling or clarification,W,3
120809,E6,Sludge treatment and/or dewatering,S,8
120821,E1,Chemical oxidation,L,1
120821,E1,Chemical oxidation,S,1
120821,E1,Incineration - thermal destruction other than use as a fuel,A,4
120821,E1,Incineration - thermal destruction other than use as a fuel,L,8
120821,E1,Incineration - thermal destruction other than use as a fuel,S,4
120821,E1,Other treatment,S,1
120821,E1,Phase separation,W,2
120821,E1,Scrubber,A,1
120821,E1,Scrubber,W,1
120821,E2,Incineration - thermal destruction other than use as a fuel,L,5
120821,E2,Incineration - thermal destruction other than use as a fuel,S,4
120821,E2,Incineration - thermal destruction other than use as a fuel,W,1
120821,E3,Absorber,A,1
120821,E3,Adsorption,W,1
120821,E3,Air or steam stripping,W,1
120821,E3,Biological treatment with or without precipitation,W,1
120821,E3,Condenser,A,1
120821,E3,Incineration - thermal destruction other than use as a fuel,A,4
120821,E3,Incineration - thermal destruction other than use as a fuel,L,12
120821,E3,Incineration - thermal destruction other than use as a fuel,S,6
120821,E3,Incineration - thermal destruction other than use as a fuel,W,1
120821,E3,Scrubber,A,1
120821,E4,Absorber,A,1
120821,E4,Adsorption,W,2
120821,E4,Air or steam stripping,W,4
120821,E4,Biological treatment with or without precipitation,W,3
120821,E4,Condenser,A,5
120821,E4,Flare,A,3
120821,E4,Incineration - thermal destruction other than use as a fuel,A,4
120821,E4,Incineration - thermal destruction other than use as a fuel,L,3
120821,E4,Incineration - thermal destruction other than use as a fuel,S,1
120821,E4,Other Air Emission Treatment,A,1
120821,E4,Scrubber,A,4
120821,E4,Settling or clarification,W,1
120821,E4,Sludge treatment and/or dewatering,W,1
120821,E4,"Solvent recovery (including distillation, evaporation, fractionation or extraction)",A,1
120821,E4,"Solvent recovery (including distillation, evaporation, fractionation or extraction)",W,1
120821,E5,Absorber,A,3
120821,E5,Adsorption,A,2
120821,E5,Adsorption,W,1
120821,E5,Air or steam stripping,W,3
120821,E5,Biological treatment with or without precipitation,L,1
120821,E5,Biological treatment with or without precipitation,W,8
120821,E5,Electrostatic Precipitator,A,1
120821,E5,Incineration - thermal destruction other than use as a fuel,A,4
120821,E5,Incineration - thermal destruction other than use as a fuel,L,1
120821,E5,Neutralization,W,1
120821,E5,Other Air Emission Treatment,A,4
120821,E5,Phase separation,W,1
120821,E5,Scrubber,A,3
120821,E5,Settling or clarification,A,1
120821,E5,Settling or clarification,W,1
120821,E6,Air or steam stripping,W,3
120821,E6,Biological treatment with or without precipitation,L,1
120821,E6,Biological treatment with or without precipitation,S,1
120821,E6,Biological treatment with or without precipitation,W,1
120821,E6,Electrostatic Precipitator,A,1
120821,E6,Mechanical Separation,A,1
120821,E6,Neutralization,W,1
120821,E6,Other treatment,W,2
120821,E6,Scrubber,A,4
120821,E6,Settling or clarification,W,2
120821,E6,Sludge treatment and/or dewatering,S,2
120832,E1,Absorber,A,1
120832,E1,Biological treatment with or without precipitation,W,1
120832,E1,Incineration - thermal destruction other than use as a fuel,A,1
120832,E1,Incineration - thermal destruction other than use as a fuel,L,5
120832,E1,Incineration - thermal destruction other than use as a fuel,S,2
120832,E1,Scrubber,A,2
120832,E2,Incineration - thermal destruction other than use as a fuel,A,1
120832,E2,Incineration - thermal destruction other than use as a fuel,L,3
120832,E2,Incineration - thermal destruction other than use as a fuel,S,3
120832,E2,Incineration - thermal destruction other than use as a fuel,W,2
120832,E3,Adsorption,W,1
120832,E3,Biological treatment with or without precipitation,W,1
120832,E3,Incineration - thermal destruction other than use as a fuel,A,4
120832,E3,Incineration - thermal destruction other than use as a fuel,L,4
120832,E3,Incineration - thermal destruction other than use as a fuel,S,4
120832,E3,Other Air Emission Treatment,A,1
120832,E3,Scrubber,A,1
120832,E4,Adsorption,W,1
120832,E4,Biological treatment with or without precipitation,W,1
120832,E4,Chemical oxidation,A,1
120832,E4,Incineration - thermal destruction other than use as a fuel,A,1
120832,E4,Incineration - thermal destruction other than use as a fuel,L,1
120832,E4,Other recovery or reclamation for reuse (including acid regeneration or other chemical reaction process),A,1
120832,E4,Scrubber,A,2
120832,E5,Absorber,A,2
120832,E5,Adsorption,A,1
120832,E5,Adsorption,W,1
120832,E5,Condenser,A,1
120832,E5,Incineration - thermal destruction other than use as a fuel,L,1
120832,E5,Settling or clarification,W,1
120832,E6,Scrubber,A,1
121142,E1,Incineration - thermal destruction other than use as a fuel,A,1
121142,E1,Incineration - thermal destruction other than use as a fuel,L,5
121142,E1,Incineration - thermal destruction other than use as a fuel,S,8
121142,E1,Incineration - thermal destruction other than use as a fuel,W,2
121142,E1,Incineration - thermal destruction other than use as a fuel,X,1
121142,E1,Scrubber,A,1
121142,E2,Incineration - thermal destruction other than use as a fuel,A,2
121142,E2,Incineration - thermal destruction other than use as a fuel,L,6
121142,E2,Incineration - thermal destruction other than use as a fuel,S,7
121142,E2,Incineration - thermal destruction other than use as a fuel,W,3
121142,E3,Incineration - thermal destruction other than use as a fuel,A,2
121142,E3,Incineration - thermal destruction other than use as a fuel,L,7
121142,E3,Incineration - thermal destruction other than use as a fuel,S,12
121142,E3,Incineration - thermal destruction other than use as a fuel,W,1
121142,E3,Other treatment,S,1
121142,E3,Scrubber,A,1
121142,E4,Adsorption,W,1
121142,E4,Biological treatment with or without precipitation,W,2
121142,E4,Cyanide destruction with or without precipitation,W,1
121142,E4,Incineration - thermal destruction other than use as a fuel,A,1
121142,E4,Incineration - thermal destruction other than use as a fuel,L,1
121142,E4,Incineration - thermal destruction other than use as a fuel,S,2
121142,E4,Scrubber,A,1
121142,E5,Absorber,A,2
121142,E5,Adsorption,A,1
121142,E5,Adsorption,W,2
121142,E5,Air or steam stripping,L,1
121142,E5,Biological treatment with or without precipitation,S,1
121142,E5,Biological treatment with or without precipitation,W,1
121142,E5,Incineration - thermal destruction other than use as a fuel,A,1
121142,E5,Mechanical Separation,A,1
121142,E5,Other treatment,S,1
121142,E5,Scrubber,A,1
121142,E6,Other treatment,W,1
12122677,E1,Incineration - thermal destruction other than use as a fuel,L,1
12122677,E1,Incineration - thermal destruction other than use as a fuel,S,1
12122677,E1,Scrubber,A,1
12122677,E3,Incineration - thermal destruction other than use as a fuel,L,1
12122677,E3,Incineration - thermal destruction other than use as a fuel,S,2
12122677,E4,Scrubber,A,1
12122677,E5,Adsorption,A,1
121448,E1,Absorber,A,1
121448,E1,Biological treatment with or without precipitation,W,4
121448,E1,Condenser,A,1
121448,E1,Incineration - thermal destruction other than use as a fuel,A,2
121448,E1,Incineration - thermal destruction other than use as a fuel,L,13
121448,E1,Incineration - thermal destruction other than use as a fuel,S,6
121448,E1,Incineration - thermal destruction other than use as a fuel,W,4
121448,E1,Neutralization,L,1
121448,E1,Neutralization,W,2
121448,E1,Scrubber,A,5
121448,E2,Absorber,A,1
121448,E2,Flare,A,1
121448,E2,Incineration - thermal destruction other than use as a fuel,A,4
121448,E2,Incineration - thermal destruction other than use as a fuel,L,16
121448,E2,Incineration - thermal destruction other than use as a fuel,S,7
121448,E2,Incineration - thermal destruction other than use as a fuel,W,10
121448,E2,Other Air Emission Treatment,A,1
121448,E2,Other treatment,W,1
121448,E2,Scrubber,A,2
121448,E3,Absorber,A,1
121448,E3,Air or steam stripping,W,1
121448,E3,Biological treatment with or without precipitation,W,4
121448,E3,Condenser,A,2
121448,E3,Flare,A,2
121448,E3,Incineration - thermal destruction other than use as a fuel,A,19
121448,E3,Incineration - thermal destruction other than use as a fuel,L,15
121448,E3,Incineration - thermal destruction other than use as a fuel,S,11
121448,E3,Incineration - thermal destruction other than use as a fuel,W,4
121448,E3,Neutralization,W,1
121448,E3,Other Air Emission Treatment,A,3
121448,E3,Scrubber,A,21
121448,E4,Absorber,A,2
121448,E4,Adsorption,A,1
121448,E4,Air or steam stripping,W,1
121448,E4,Biological treatment with or without precipitation,W,7
121448,E4,Condenser,A,7
121448,E4,Flare,A,11
121448,E4,Incineration - thermal destruction other than use as a fuel,A,25
121448,E4,Incineration - thermal destruction other than use as a fuel,L,2
121448,E4,Incineration - thermal destruction other than use as a fuel,S,2
121448,E4,Neutralization,W,1
121448,E4,Other Air Emission Treatment,A,12
121448,E4,Other treatment,L,1
121448,E4,Scrubber,A,43
121448,E4,Scrubber,L,1
121448,E4,Scrubber,S,1
121448,E4,Scrubber,W,1
121448,E5,Absorber,A,8
121448,E5,Adsorption,A,5
121448,E5,Adsorption,W,2
121448,E5,Air or steam stripping,A,1
121448,E5,Air or steam stripping,W,1
121448,E5,Biological treatment with or without precipitation,W,6
121448,E5,Condenser,A,16
121448,E5,Flare,A,2
121448,E5,Incineration - thermal destruction other than use as a fuel,A,13
121448,E5,Neutralization,W,1
121448,E5,Other Air Emission Treatment,A,3
121448,E5,Scrubber,A,33
121448,E5,Scrubber,L,1
121448,E5,Settling or clarification,X,1
121448,E6,Absorber,A,2
121448,E6,Air or steam stripping,A,1
121448,E6,Biological treatment with or without precipitation,W,2
121448,E6,Condenser,L,1
121448,E6,Incineration - thermal destruction other than use as a fuel,L,1
121448,E6,Mechanical Separation,A,3
121448,E6,Neutralization,W,3
121448,E6,Other Air Emission Treatment,A,1
121448,E6,Other chemical precipitation with or without pretreatment,W,1
121448,E6,Other treatment,L,1
121448,E6,Other treatment,W,2
121448,E6,Scrubber,A,12
121448,E6,Scrubber,L,1
121448,E6,Settling or clarification,L,1
121448,E6,Settling or clarification,W,1
121448,E6,Stabilization or chemical fixation prior to disposal,S,1
